GCF_028748025.1;protein_1008,GCF_025161015.1;protein_1013,GCF_024799885.1;protein_1000,GCF_051515105.1;protein_1036,GCF_052120895.1;protein_623,GCF_022700935.1;protein_423,GCF_037997165.1;protein_1039,GCF_006741845.1;protein_1036,GCF_051028965.1;protein_3986,GCF_039620435.1;protein_2277,GCF_052783415.1;protein_1015,GCF_009662195.1;protein_1011,GCF_022700975.1;protein_4282,GCF_053570475.1;protein_1036,GCF_022370975.1;protein_989,GCF_004119775.1;protein_1055,GCF_022453545.1;protein_1015,GCF_014879275.1;protein_1053,GCF_018884165.1;protein_1026,GCF_027942395.1;protein_3369,GCF_044499385.1;protein_1010,GCF_009913275.1;protein_2070,GCF_047120225.1;protein_1037,GCF_030123145.1;protein_1007,GCF_030053655.1;protein_3567,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1009,GCF_025161015.1;protein_1014,GCF_024799885.1;protein_1001,GCF_051515105.1;protein_1037,GCF_052120895.1;protein_624,GCF_022700935.1;protein_422,GCF_037997165.1;protein_1040,GCF_006741845.1;protein_1037,GCF_051028965.1;protein_3985,GCF_039620435.1;protein_2276,GCF_052783415.1;protein_1016,GCF_009662195.1;protein_1012,GCF_022700975.1;protein_4281,GCF_053570475.1;protein_1037,GCF_022370975.1;protein_990,GCF_004119775.1;protein_1056,GCF_022453545.1;protein_1016,GCF_014879275.1;protein_1054,GCF_018884165.1;protein_1027,GCF_027942395.1;protein_3368,GCF_044499385.1;protein_1011,GCF_009913275.1;protein_2069,GCF_047120225.1;protein_1038,GCF_030123145.1;protein_1008,GCF_030053655.1;protein_3566,,,,,,,,,,,,,,,
GCF_028748025.1;protein_101,GCF_025161015.1;protein_101,GCF_024799885.1;protein_101,GCF_051515105.1;protein_101,GCF_052120895.1;protein_4004,GCF_022700935.1;protein_1360,GCF_037997165.1;protein_101,GCF_006741845.1;protein_101,GCF_051028965.1;protein_517,GCF_039620435.1;protein_3335,GCF_052783415.1;protein_105,GCF_009662195.1;protein_101,GCF_022700975.1;protein_905,GCF_053570475.1;protein_101,GCF_022370975.1;protein_101,GCF_004119775.1;protein_101,GCF_022453545.1;protein_101,GCF_014879275.1;protein_101,GCF_018884165.1;protein_101,GCF_027942395.1;protein_4322,GCF_044499385.1;protein_101,GCF_009913275.1;protein_2980,GCF_047120225.1;protein_101,GCF_030123145.1;protein_101,GCF_030053655.1;protein_4502,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1010,GCF_025161015.1;protein_1015,GCF_024799885.1;protein_1002,GCF_051515105.1;protein_1038,GCF_052120895.1;protein_625,GCF_022700935.1;protein_421,GCF_037997165.1;protein_1041,GCF_006741845.1;protein_1038,GCF_051028965.1;protein_3984,GCF_039620435.1;protein_2275,GCF_052783415.1;protein_1017,GCF_009662195.1;protein_1013,GCF_022700975.1;protein_4280,GCF_053570475.1;protein_1038,GCF_022370975.1;protein_991,GCF_004119775.1;protein_1057,GCF_022453545.1;protein_1017,GCF_014879275.1;protein_1055,GCF_018884165.1;protein_1028,GCF_027942395.1;protein_3367,GCF_044499385.1;protein_1012,GCF_009913275.1;protein_2068,GCF_047120225.1;protein_1039,GCF_030123145.1;protein_1009,GCF_030053655.1;protein_3565,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1011,GCF_025161015.1;protein_1016,GCF_024799885.1;protein_1003,GCF_051515105.1;protein_1039,GCF_052120895.1;protein_626,GCF_022700935.1;protein_420,GCF_037997165.1;protein_1042,GCF_006741845.1;protein_1039,GCF_051028965.1;protein_3983,GCF_039620435.1;protein_2274,GCF_052783415.1;protein_1018,GCF_009662195.1;protein_1014,GCF_022700975.1;protein_4279,GCF_053570475.1;protein_1039,GCF_022370975.1;protein_992,GCF_004119775.1;protein_1058,GCF_022453545.1;protein_1018,GCF_014879275.1;protein_1056,GCF_018884165.1;protein_1029,GCF_027942395.1;protein_3366,GCF_044499385.1;protein_1013,GCF_009913275.1;protein_2067,GCF_047120225.1;protein_1040,GCF_030123145.1;protein_1010,GCF_030053655.1;protein_3564,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1012,GCF_025161015.1;protein_1017,GCF_024799885.1;protein_1004,GCF_051515105.1;protein_1040,GCF_052120895.1;protein_627,GCF_022700935.1;protein_419,GCF_037997165.1;protein_1043,GCF_006741845.1;protein_1040,GCF_051028965.1;protein_3982,GCF_039620435.1;protein_2273,GCF_052783415.1;protein_1019,GCF_009662195.1;protein_1015,GCF_022700975.1;protein_4278,GCF_053570475.1;protein_1040,GCF_022370975.1;protein_993,GCF_004119775.1;protein_1059,GCF_022453545.1;protein_1019,GCF_014879275.1;protein_1057,GCF_018884165.1;protein_1030,GCF_027942395.1;protein_3365,GCF_044499385.1;protein_1014,GCF_009913275.1;protein_2066,GCF_047120225.1;protein_1041,GCF_030123145.1;protein_1011,GCF_030053655.1;protein_3563,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1013,GCF_025161015.1;protein_1018,GCF_024799885.1;protein_1005,GCF_051515105.1;protein_1041,GCF_052120895.1;protein_628,GCF_022700935.1;protein_418,GCF_037997165.1;protein_1044,GCF_006741845.1;protein_1041,GCF_051028965.1;protein_3981,GCF_039620435.1;protein_2272,GCF_052783415.1;protein_1020,GCF_009662195.1;protein_1016,GCF_022700975.1;protein_4277,GCF_053570475.1;protein_1041,GCF_022370975.1;protein_994,GCF_004119775.1;protein_1060,GCF_022453545.1;protein_1020,GCF_014879275.1;protein_1058,GCF_018884165.1;protein_1031,GCF_027942395.1;protein_3364,GCF_044499385.1;protein_1015,GCF_009913275.1;protein_2065,GCF_047120225.1;protein_1042,GCF_030123145.1;protein_1012,GCF_030053655.1;protein_3562,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1014,GCF_025161015.1;protein_1019,GCF_024799885.1;protein_1006,GCF_051515105.1;protein_1042,GCF_052120895.1;protein_629,GCF_022700935.1;protein_417,GCF_037997165.1;protein_1045,GCF_006741845.1;protein_1042,GCF_051028965.1;protein_3980,GCF_039620435.1;protein_2271,GCF_052783415.1;protein_1021,GCF_009662195.1;protein_1017,GCF_022700975.1;protein_4276,GCF_053570475.1;protein_1042,GCF_022370975.1;protein_995,GCF_004119775.1;protein_1061,GCF_022453545.1;protein_1021,GCF_014879275.1;protein_1059,GCF_018884165.1;protein_1032,GCF_027942395.1;protein_3363,GCF_044499385.1;protein_1016,GCF_009913275.1;protein_2064,GCF_047120225.1;protein_1043,GCF_030123145.1;protein_1013,GCF_030053655.1;protein_3561,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1015,GCF_025161015.1;protein_1020,GCF_024799885.1;protein_1007,GCF_051515105.1;protein_1043,GCF_052120895.1;protein_630,GCF_022700935.1;protein_416,GCF_037997165.1;protein_1046,GCF_006741845.1;protein_1043,GCF_051028965.1;protein_3979,GCF_039620435.1;protein_2270,GCF_052783415.1;protein_1022,GCF_009662195.1;protein_1018,GCF_022700975.1;protein_4275,GCF_053570475.1;protein_1043,GCF_022370975.1;protein_996,GCF_004119775.1;protein_1062,GCF_022453545.1;protein_1022,GCF_014879275.1;protein_1060,GCF_018884165.1;protein_1033,GCF_027942395.1;protein_3362,GCF_044499385.1;protein_1017,GCF_009913275.1;protein_2063,GCF_047120225.1;protein_1044,GCF_030123145.1;protein_1014,GCF_030053655.1;protein_3560,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1016,GCF_025161015.1;protein_1021,GCF_024799885.1;protein_1008,GCF_051515105.1;protein_1044,GCF_052120895.1;protein_631,GCF_022700935.1;protein_415,GCF_037997165.1;protein_1047,GCF_006741845.1;protein_1044,GCF_051028965.1;protein_3978,GCF_039620435.1;protein_2269,GCF_052783415.1;protein_1023,GCF_009662195.1;protein_1019,GCF_022700975.1;protein_4274,GCF_053570475.1;protein_1044,GCF_022370975.1;protein_997,GCF_004119775.1;protein_1063,GCF_022453545.1;protein_1023,GCF_014879275.1;protein_1061,GCF_018884165.1;protein_1034,GCF_027942395.1;protein_3361,GCF_044499385.1;protein_1018,GCF_009913275.1;protein_2062,GCF_047120225.1;protein_1045,GCF_030123145.1;protein_1015,GCF_030053655.1;protein_3559,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1017,GCF_025161015.1;protein_1022,GCF_024799885.1;protein_1009,GCF_051515105.1;protein_1045,GCF_052120895.1;protein_632,GCF_022700935.1;protein_414,GCF_037997165.1;protein_1048,GCF_006741845.1;protein_1045,GCF_051028965.1;protein_3977,GCF_039620435.1;protein_2268,GCF_052783415.1;protein_1024,GCF_009662195.1;protein_1020,GCF_022700975.1;protein_4273,GCF_053570475.1;protein_1045,GCF_022370975.1;protein_998,GCF_004119775.1;protein_1064,GCF_022453545.1;protein_1024,GCF_014879275.1;protein_1062,GCF_018884165.1;protein_1035,GCF_027942395.1;protein_3360,GCF_044499385.1;protein_1019,GCF_009913275.1;protein_2061,GCF_047120225.1;protein_1046,GCF_030123145.1;protein_1016,GCF_030053655.1;protein_3558,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1018,GCF_025161015.1;protein_1023,GCF_024799885.1;protein_1010,GCF_051515105.1;protein_1046,GCF_052120895.1;protein_633,GCF_022700935.1;protein_413,GCF_037997165.1;protein_1049,GCF_006741845.1;protein_1046,GCF_051028965.1;protein_3976,GCF_039620435.1;protein_2267,GCF_052783415.1;protein_1025,GCF_009662195.1;protein_1021,GCF_022700975.1;protein_4272,GCF_053570475.1;protein_1046,GCF_022370975.1;protein_999,GCF_004119775.1;protein_1065,GCF_022453545.1;protein_1025,GCF_014879275.1;protein_1063,GCF_018884165.1;protein_1036,GCF_027942395.1;protein_3359,GCF_044499385.1;protein_1020,GCF_009913275.1;protein_2060,GCF_047120225.1;protein_1047,GCF_030123145.1;protein_1017,GCF_030053655.1;protein_3557,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1019,GCF_025161015.1;protein_1024,GCF_024799885.1;protein_1011,GCF_051515105.1;protein_1047,GCF_052120895.1;protein_634,GCF_022700935.1;protein_412,GCF_037997165.1;protein_1050,GCF_006741845.1;protein_1047,GCF_051028965.1;protein_3975,GCF_039620435.1;protein_2266,GCF_052783415.1;protein_1026,GCF_009662195.1;protein_1022,GCF_022700975.1;protein_4271,GCF_053570475.1;protein_1047,GCF_022370975.1;protein_1000,GCF_004119775.1;protein_1066,GCF_022453545.1;protein_1026,GCF_014879275.1;protein_1064,GCF_018884165.1;protein_1038,GCF_027942395.1;protein_3358,GCF_044499385.1;protein_1021,GCF_009913275.1;protein_2059,GCF_047120225.1;protein_1048,GCF_030123145.1;protein_1018,GCF_030053655.1;protein_3556,,,,,,,,,,,,,,,
GCF_028748025.1;protein_102,GCF_025161015.1;protein_102,GCF_024799885.1;protein_102,GCF_051515105.1;protein_102,GCF_052120895.1;protein_4005,GCF_022700935.1;protein_1359,GCF_037997165.1;protein_102,GCF_006741845.1;protein_102,GCF_051028965.1;protein_516,GCF_039620435.1;protein_3334,GCF_052783415.1;protein_106,GCF_009662195.1;protein_102,GCF_022700975.1;protein_904,GCF_053570475.1;protein_102,GCF_022370975.1;protein_102,GCF_004119775.1;protein_102,GCF_022453545.1;protein_102,GCF_014879275.1;protein_102,GCF_018884165.1;protein_102,GCF_027942395.1;protein_4321,GCF_044499385.1;protein_102,GCF_009913275.1;protein_2979,GCF_047120225.1;protein_102,GCF_030123145.1;protein_102,GCF_030053655.1;protein_4501,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1020,GCF_025161015.1;protein_1025,GCF_024799885.1;protein_1012,GCF_051515105.1;protein_1048,GCF_052120895.1;protein_635,GCF_022700935.1;protein_411,GCF_037997165.1;protein_1051,GCF_006741845.1;protein_1048,GCF_051028965.1;protein_3974,GCF_039620435.1;protein_2265,GCF_052783415.1;protein_1027,GCF_009662195.1;protein_1023,GCF_022700975.1;protein_4270,GCF_053570475.1;protein_1048,GCF_022370975.1;protein_1001,GCF_004119775.1;protein_1067,GCF_022453545.1;protein_1027,GCF_014879275.1;protein_1065,GCF_018884165.1;protein_1039,GCF_027942395.1;protein_3357,GCF_044499385.1;protein_1022,GCF_009913275.1;protein_2058,GCF_047120225.1;protein_1049,GCF_030123145.1;protein_1019,GCF_030053655.1;protein_3555,,,,,,,,,,,,,,,
GCF_024799885.1;protein_1013,GCF_027942395.1;protein_3356,GCF_022370975.1;protein_1002,,GCF_028748025.1;protein_1021,GCF_014879275.1;protein_1066,GCF_052783415.1;protein_1028,GCF_025161015.1;protein_1026,GCF_053570475.1;protein_1049,GCF_009913275.1;protein_2057,GCF_022700935.1;protein_410,GCF_047120225.1;protein_1050,GCF_044499385.1;protein_1023,GCF_009662195.1;protein_1024,GCF_051028965.1;protein_3973,GCF_006741845.1;protein_1049,GCF_052120895.1;protein_636,GCF_018884165.1;protein_1040,GCF_004119775.1;protein_1068,GCF_022453545.1;protein_1028,GCF_051515105.1;protein_1049,GCF_030123145.1;protein_1020,GCF_022700975.1;protein_4269,GCF_037997165.1;protein_1052,GCF_030053655.1;protein_3554,GCF_039620435.1;protein_2264,,,,,,,,,,,,,,
GCF_028748025.1;protein_1022,GCF_025161015.1;protein_1027,GCF_024799885.1;protein_1014,GCF_051515105.1;protein_1050,GCF_052120895.1;protein_637,GCF_022700935.1;protein_409,GCF_037997165.1;protein_1053,GCF_006741845.1;protein_1050,GCF_051028965.1;protein_3972,GCF_039620435.1;protein_2263,GCF_052783415.1;protein_1029,GCF_009662195.1;protein_1025,GCF_022700975.1;protein_4268,GCF_053570475.1;protein_1050,GCF_022370975.1;protein_1003,GCF_004119775.1;protein_1069,GCF_022453545.1;protein_1029,GCF_014879275.1;protein_1067,GCF_018884165.1;protein_1041,GCF_027942395.1;protein_3355,GCF_044499385.1;protein_1024,GCF_009913275.1;protein_2056,GCF_047120225.1;protein_1051,GCF_030123145.1;protein_1021,GCF_030053655.1;protein_3553,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1023,GCF_025161015.1;protein_1028,GCF_024799885.1;protein_1015,GCF_051515105.1;protein_1051,GCF_052120895.1;protein_638,GCF_022700935.1;protein_408,GCF_037997165.1;protein_1054,GCF_006741845.1;protein_1051,GCF_051028965.1;protein_3971,GCF_039620435.1;protein_2262,GCF_052783415.1;protein_1030,GCF_009662195.1;protein_1026,GCF_022700975.1;protein_4267,GCF_053570475.1;protein_1051,GCF_022370975.1;protein_1004,GCF_004119775.1;protein_1070,GCF_022453545.1;protein_1030,GCF_014879275.1;protein_1068,GCF_018884165.1;protein_1042,GCF_027942395.1;protein_3354,GCF_044499385.1;protein_1025,GCF_009913275.1;protein_2055,GCF_047120225.1;protein_1052,GCF_030123145.1;protein_1022,GCF_030053655.1;protein_3552,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1024,GCF_025161015.1;protein_1029,GCF_024799885.1;protein_1016,GCF_051515105.1;protein_1052,GCF_052120895.1;protein_639,GCF_022700935.1;protein_407,GCF_037997165.1;protein_1055,GCF_006741845.1;protein_1052,GCF_051028965.1;protein_3970,GCF_039620435.1;protein_2261,GCF_052783415.1;protein_1031,GCF_009662195.1;protein_1027,GCF_022700975.1;protein_4266,GCF_053570475.1;protein_1052,GCF_022370975.1;protein_1005,GCF_004119775.1;protein_1072,GCF_022453545.1;protein_1031,GCF_014879275.1;protein_1069,GCF_018884165.1;protein_1043,GCF_027942395.1;protein_3353,GCF_044499385.1;protein_1026,GCF_009913275.1;protein_2054,GCF_047120225.1;protein_1053,GCF_030123145.1;protein_1023,GCF_030053655.1;protein_3551,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1025,GCF_025161015.1;protein_1030,GCF_024799885.1;protein_1017,GCF_051515105.1;protein_1053,GCF_052120895.1;protein_640,GCF_022700935.1;protein_406,GCF_037997165.1;protein_1056,GCF_006741845.1;protein_1053,GCF_051028965.1;protein_3969,GCF_039620435.1;protein_2260,GCF_052783415.1;protein_1032,GCF_009662195.1;protein_1028,GCF_022700975.1;protein_4265,GCF_053570475.1;protein_1053,GCF_022370975.1;protein_1006,GCF_004119775.1;protein_1073,GCF_022453545.1;protein_1032,GCF_014879275.1;protein_1070,GCF_018884165.1;protein_1044,GCF_027942395.1;protein_3352,GCF_044499385.1;protein_1027,GCF_009913275.1;protein_2053,GCF_047120225.1;protein_1054,GCF_030123145.1;protein_1024,GCF_030053655.1;protein_3550,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1026,GCF_025161015.1;protein_1031,GCF_024799885.1;protein_1018,GCF_051515105.1;protein_1054,GCF_052120895.1;protein_641,GCF_022700935.1;protein_405,GCF_037997165.1;protein_1057,GCF_006741845.1;protein_1054,GCF_051028965.1;protein_3968,GCF_039620435.1;protein_2259,GCF_052783415.1;protein_1033,GCF_009662195.1;protein_1029,GCF_022700975.1;protein_4264,GCF_053570475.1;protein_1054,GCF_022370975.1;protein_1007,GCF_004119775.1;protein_1074,GCF_022453545.1;protein_1033,GCF_014879275.1;protein_1071,GCF_018884165.1;protein_1045,GCF_027942395.1;protein_3351,GCF_044499385.1;protein_1028,GCF_009913275.1;protein_2052,GCF_047120225.1;protein_1055,GCF_030123145.1;protein_1025,GCF_030053655.1;protein_3549,,,,,,,,,,,,,,,
GCF_028748025.1;protein_1027,GCF_025161015.1;protein_1032,GCF_024799885.1;protein_1019,GCF_051515105.1;protein_1055,GCF_052120895.1;protein_642,GCF_022700935.1;protein_404,GCF_037997165.1;protein_1058,GCF_006741845.1;protein_1055,GCF_051028965.1;protein_3967,GCF_039620435.1;protein_2258,GCF_052783415.1;protein_1034,GCF_009662195.1;protein_1030,GCF_022700975.1;protein_4263,GCF_053570475.1;protein_1055,GCF_022370975.1;protein_1008,GCF_004119775.1;protein_1075,GCF_022453545.1;protein_1034,GCF_014879275.1;protein_1072,GCF_018884165.1;protein_1046,GCF_027942395.1;protein_3350,GCF_044499385.1;protein_1029,GCF_009913275.1;protein_2051,GCF_047120225.1;protein_1056,GCF_030123145.1;protein_1026,GCF_030053655.1;protein_3548,,,,,,,,,,,,,,,
