GCF_004358365.1;protein_1079,GCF_048568965.1;protein_3968,GCF_000005845.2;protein_938,GCF_053078305.1;protein_3635,GCF_048571455.1;protein_1906,,,,,,,,
GCF_004358365.1;protein_108,GCF_048568965.1;protein_2936,GCF_000005845.2;protein_1432,GCF_053078305.1;protein_2978,GCF_048571455.1;protein_2851,,,,,,,,
GCF_004358365.1;protein_1080,GCF_048568965.1;protein_3969,GCF_000005845.2;protein_937,GCF_053078305.1;protein_3636,GCF_048571455.1;protein_1905,,,,,,,,
GCF_004358365.1;protein_1081,GCF_048568965.1;protein_3970,GCF_000005845.2;protein_936,GCF_053078305.1;protein_3637,GCF_048571455.1;protein_1904,,,,,,,,
GCF_004358365.1;protein_1082,GCF_048568965.1;protein_3971,GCF_000005845.2;protein_935,GCF_053078305.1;protein_3638,GCF_048571455.1;protein_1903,,,,,,,,
GCF_004358365.1;protein_1083,GCF_048568965.1;protein_3972,GCF_000005845.2;protein_934,GCF_053078305.1;protein_3639,GCF_048571455.1;protein_1902,,,,,,,,
GCF_004358365.1;protein_1084,GCF_048568965.1;protein_3973,GCF_000005845.2;protein_933,GCF_053078305.1;protein_3640,GCF_048571455.1;protein_1901,,,,,,,,
GCF_004358365.1;protein_1085,GCF_048568965.1;protein_3974,GCF_000005845.2;protein_932,GCF_053078305.1;protein_3641,GCF_048571455.1;protein_1900,,,,,,,,
GCF_004358365.1;protein_1086,GCF_048568965.1;protein_3975,GCF_000005845.2;protein_931,GCF_053078305.1;protein_3642,GCF_048571455.1;protein_1899,,,,,,,,
GCF_004358365.1;protein_1087,GCF_048568965.1;protein_3976,GCF_000005845.2;protein_930,GCF_053078305.1;protein_3643,GCF_048571455.1;protein_1898,,,,,,,,
GCF_004358365.1;protein_1088,GCF_048568965.1;protein_3977,GCF_000005845.2;protein_929,GCF_053078305.1;protein_3644,GCF_048571455.1;protein_1897,,,,,,,,
GCF_004358365.1;protein_1089,GCF_048568965.1;protein_3978,GCF_000005845.2;protein_928,GCF_053078305.1;protein_3645,GCF_048571455.1;protein_1896,,,,,,,,
GCF_004358365.1;protein_109,GCF_048568965.1;protein_2935,,,GCF_048571455.1;protein_2850,,,,,,,,
GCF_004358365.1;protein_1090,GCF_048568965.1;protein_3979,GCF_000005845.2;protein_927,GCF_053078305.1;protein_3646,GCF_048571455.1;protein_1895,,,,,,,,
GCF_004358365.1;protein_1091,GCF_048568965.1;protein_3980,GCF_000005845.2;protein_926,GCF_053078305.1;protein_3647,GCF_048571455.1;protein_1894,,,,,,,,
GCF_004358365.1;protein_1092,GCF_048568965.1;protein_3981,GCF_000005845.2;protein_925,GCF_053078305.1;protein_3648,GCF_048571455.1;protein_1893,,,,,,,,
GCF_004358365.1;protein_1093,GCF_048568965.1;protein_3982,GCF_000005845.2;protein_924,GCF_053078305.1;protein_3649,GCF_048571455.1;protein_1892,,,,,,,,
GCF_004358365.1;protein_1094,GCF_048568965.1;protein_3983,GCF_000005845.2;protein_923,GCF_053078305.1;protein_3650,GCF_048571455.1;protein_1891,,,,,,,,
GCF_004358365.1;protein_1095,GCF_048568965.1;protein_3984,GCF_000005845.2;protein_922,GCF_053078305.1;protein_3651,GCF_048571455.1;protein_1890,,,,,,,,
GCF_004358365.1;protein_1096,GCF_048568965.1;protein_3985,GCF_000005845.2;protein_921,GCF_053078305.1;protein_3652,GCF_048571455.1;protein_1889,,,,,,,,
GCF_004358365.1;protein_1097,GCF_048568965.1;protein_3986,GCF_000005845.2;protein_920,GCF_053078305.1;protein_3653,GCF_048571455.1;protein_1888,,,,,,,,
GCF_004358365.1;protein_1098,GCF_048568965.1;protein_3987,GCF_000005845.2;protein_919,GCF_053078305.1;protein_3654,GCF_048571455.1;protein_1887,,,,,,,,
GCF_004358365.1;protein_1099,GCF_048568965.1;protein_3988,GCF_000005845.2;protein_918,GCF_053078305.1;protein_3655,GCF_048571455.1;protein_1886,,,,,,,,
GCF_004358365.1;protein_11,GCF_048568965.1;protein_3032,GCF_000005845.2;protein_1517,GCF_053078305.1;protein_2880,GCF_048571455.1;protein_2947,,,,,,,,
GCF_004358365.1;protein_110,GCF_048568965.1;protein_2934,GCF_000005845.2;protein_1431,GCF_053078305.1;protein_2979,GCF_048571455.1;protein_2849,,,,,,,,
GCF_004358365.1;protein_1100,GCF_048568965.1;protein_3989,GCF_000005845.2;protein_917,GCF_053078305.1;protein_3656,GCF_048571455.1;protein_1885,,,,,,,,
GCF_004358365.1;protein_1101,GCF_048568965.1;protein_3990,GCF_000005845.2;protein_916,GCF_053078305.1;protein_3657,GCF_048571455.1;protein_1884,,,,,,,,
GCF_004358365.1;protein_1102,GCF_048568965.1;protein_3991,GCF_000005845.2;protein_915,GCF_053078305.1;protein_3658,GCF_048571455.1;protein_1883,,,,,,,,
GCF_004358365.1;protein_1103,GCF_048568965.1;protein_3992,GCF_000005845.2;protein_914,GCF_053078305.1;protein_3659,GCF_048571455.1;protein_1882,,,,,,,,
GCF_004358365.1;protein_1104,GCF_048568965.1;protein_3993,GCF_000005845.2;protein_913,GCF_053078305.1;protein_3660,GCF_048571455.1;protein_1881,,,,,,,,
GCF_004358365.1;protein_1105,GCF_048568965.1;protein_3994,GCF_000005845.2;protein_912,GCF_053078305.1;protein_3661,GCF_048571455.1;protein_1880,,,,,,,,
GCF_004358365.1;protein_1106,GCF_048568965.1;protein_3995,GCF_000005845.2;protein_911,GCF_053078305.1;protein_3662,GCF_048571455.1;protein_1879,,,,,,,,
GCF_004358365.1;protein_1107,GCF_048568965.1;protein_3996,GCF_000005845.2;protein_910,GCF_053078305.1;protein_3663,GCF_048571455.1;protein_1878,,,,,,,,
GCF_004358365.1;protein_1108,GCF_048568965.1;protein_3997,GCF_000005845.2;protein_909,GCF_053078305.1;protein_3664,GCF_048571455.1;protein_1877,,,,,,,,
GCF_004358365.1;protein_1109,GCF_048568965.1;protein_3998,GCF_000005845.2;protein_908,GCF_053078305.1;protein_3665,GCF_048571455.1;protein_1876,,,,,,,,
GCF_004358365.1;protein_111,GCF_048568965.1;protein_2933,GCF_000005845.2;protein_1430,GCF_053078305.1;protein_2980,GCF_048571455.1;protein_2848,,,,,,,,
GCF_004358365.1;protein_1110,GCF_048568965.1;protein_3999,GCF_000005845.2;protein_907,GCF_053078305.1;protein_3666,GCF_048571455.1;protein_1875,,,,,,,,
GCF_004358365.1;protein_1111,GCF_048568965.1;protein_4000,GCF_000005845.2;protein_906,GCF_053078305.1;protein_3667,GCF_048571455.1;protein_1874,,,,,,,,
GCF_004358365.1;protein_1112,GCF_048568965.1;protein_4001,GCF_000005845.2;protein_905,GCF_053078305.1;protein_3668,GCF_048571455.1;protein_1873,,,,,,,,
GCF_004358365.1;protein_1113,GCF_048568965.1;protein_4002,GCF_000005845.2;protein_904,GCF_053078305.1;protein_3669,GCF_048571455.1;protein_1872,,,,,,,,
GCF_004358365.1;protein_1115,GCF_048568965.1;protein_4004,GCF_000005845.2;protein_903,GCF_053078305.1;protein_3670,GCF_048571455.1;protein_1870,,,,,,,,
GCF_004358365.1;protein_1116,GCF_048568965.1;protein_4005,GCF_000005845.2;protein_902,GCF_053078305.1;protein_3671,GCF_048571455.1;protein_1869,,,,,,,,
GCF_004358365.1;protein_1117,GCF_048568965.1;protein_4006,GCF_000005845.2;protein_901,GCF_053078305.1;protein_3672,GCF_048571455.1;protein_1868,,,,,,,,
GCF_004358365.1;protein_1118,GCF_048568965.1;protein_4007,GCF_000005845.2;protein_900,GCF_053078305.1;protein_3673,GCF_048571455.1;protein_1867,,,,,,,,
GCF_004358365.1;protein_1119,GCF_048568965.1;protein_4008,GCF_000005845.2;protein_899,GCF_053078305.1;protein_3674,GCF_048571455.1;protein_1866,,,,,,,,
GCF_004358365.1;protein_112,GCF_048568965.1;protein_2932,GCF_000005845.2;protein_1429,GCF_053078305.1;protein_2981,GCF_048571455.1;protein_2847,,,,,,,,
GCF_004358365.1;protein_1120,GCF_048568965.1;protein_4009,GCF_000005845.2;protein_898,GCF_053078305.1;protein_3675,GCF_048571455.1;protein_1865,,,,,,,,
GCF_004358365.1;protein_1121,GCF_048568965.1;protein_4010,GCF_000005845.2;protein_897,GCF_053078305.1;protein_3676,GCF_048571455.1;protein_1864,,,,,,,,
GCF_004358365.1;protein_1122,GCF_048568965.1;protein_4011,GCF_000005845.2;protein_896,GCF_053078305.1;protein_3677,GCF_048571455.1;protein_1863,,,,,,,,
GCF_004358365.1;protein_1123,GCF_048568965.1;protein_4012,GCF_000005845.2;protein_895,GCF_053078305.1;protein_3678,GCF_048571455.1;protein_1862,,,,,,,,
GCF_004358365.1;protein_1124,GCF_048568965.1;protein_4013,GCF_000005845.2;protein_894,GCF_053078305.1;protein_3679,GCF_048571455.1;protein_1861,,,,,,,,
GCF_004358365.1;protein_1125,GCF_048568965.1;protein_4014,GCF_000005845.2;protein_893,GCF_053078305.1;protein_3680,GCF_048571455.1;protein_1860,,,,,,,,
GCF_004358365.1;protein_1126,GCF_048568965.1;protein_4015,GCF_000005845.2;protein_892,GCF_053078305.1;protein_3681,GCF_048571455.1;protein_1859,,,,,,,,
GCF_004358365.1;protein_1127,GCF_048568965.1;protein_4016,GCF_000005845.2;protein_891,GCF_053078305.1;protein_3682,GCF_048571455.1;protein_1858,,,,,,,,
GCF_004358365.1;protein_1128,GCF_048568965.1;protein_4017,GCF_000005845.2;protein_890,GCF_053078305.1;protein_3683,GCF_048571455.1;protein_1857,,,,,,,,
GCF_004358365.1;protein_1129,GCF_048568965.1;protein_4018,GCF_000005845.2;protein_889,GCF_053078305.1;protein_3684,GCF_048571455.1;protein_1856,,,,,,,,
GCF_004358365.1;protein_113,GCF_048568965.1;protein_2931,GCF_000005845.2;protein_1428,GCF_053078305.1;protein_2982,GCF_048571455.1;protein_2846,,,,,,,,
GCF_004358365.1;protein_1130,GCF_048568965.1;protein_4019,GCF_000005845.2;protein_888,GCF_053078305.1;protein_3685,GCF_048571455.1;protein_1855,,,,,,,,
GCF_004358365.1;protein_1131,GCF_048568965.1;protein_4020,GCF_000005845.2;protein_887,GCF_053078305.1;protein_3686,GCF_048571455.1;protein_1854,,,,,,,,
GCF_004358365.1;protein_1132,GCF_048568965.1;protein_4021,GCF_000005845.2;protein_886,GCF_053078305.1;protein_3687,GCF_048571455.1;protein_1853,,,,,,,,
GCF_004358365.1;protein_1133,GCF_048568965.1;protein_4022,GCF_000005845.2;protein_885,GCF_053078305.1;protein_3688,GCF_048571455.1;protein_1852,,,,,,,,
GCF_004358365.1;protein_1134,GCF_048568965.1;protein_4023,GCF_000005845.2;protein_884,GCF_053078305.1;protein_3689,GCF_048571455.1;protein_1851,,,,,,,,
GCF_004358365.1;protein_1135,GCF_048568965.1;protein_4024,GCF_000005845.2;protein_883,GCF_053078305.1;protein_3690,GCF_048571455.1;protein_1850,,,,,,,,
GCF_004358365.1;protein_1136,GCF_048568965.1;protein_4025,GCF_000005845.2;protein_882,GCF_053078305.1;protein_3691,GCF_048571455.1;protein_1849,,,,,,,,
GCF_004358365.1;protein_1137,GCF_048568965.1;protein_4026,GCF_000005845.2;protein_881,GCF_053078305.1;protein_3692,GCF_048571455.1;protein_1848,,,,,,,,
GCF_004358365.1;protein_1138,GCF_048568965.1;protein_4027,GCF_000005845.2;protein_880,GCF_053078305.1;protein_3693,GCF_048571455.1;protein_1847,,,,,,,,
GCF_004358365.1;protein_1139,GCF_048568965.1;protein_4028,GCF_000005845.2;protein_879,GCF_053078305.1;protein_3694,GCF_048571455.1;protein_1846,,,,,,,,
GCF_004358365.1;protein_114,GCF_048568965.1;protein_2930,GCF_000005845.2;protein_1427,GCF_053078305.1;protein_2983,GCF_048571455.1;protein_2845,,,,,,,,
GCF_004358365.1;protein_1140,GCF_048568965.1;protein_4029,GCF_000005845.2;protein_878,GCF_053078305.1;protein_3695,GCF_048571455.1;protein_1845,,,,,,,,
GCF_004358365.1;protein_1141,GCF_048568965.1;protein_4030,GCF_000005845.2;protein_877,,GCF_048571455.1;protein_1844,,,,,,,,
GCF_004358365.1;protein_1142,GCF_048568965.1;protein_4031,GCF_000005845.2;protein_876,,GCF_048571455.1;protein_1843,,,,,,,,
GCF_004358365.1;protein_1143,GCF_048568965.1;protein_4032,GCF_000005845.2;protein_875,GCF_053078305.1;protein_3697,GCF_048571455.1;protein_1842,,,,,,,,
GCF_004358365.1;protein_1144,GCF_048568965.1;protein_4033,GCF_000005845.2;protein_874,GCF_053078305.1;protein_3698,GCF_048571455.1;protein_1841,,,,,,,,
GCF_004358365.1;protein_1145,GCF_048568965.1;protein_4034,GCF_000005845.2;protein_873,GCF_053078305.1;protein_3699,GCF_048571455.1;protein_1840,,,,,,,,
GCF_004358365.1;protein_1146,GCF_048568965.1;protein_4035,GCF_000005845.2;protein_872,GCF_053078305.1;protein_3700,GCF_048571455.1;protein_1839,,,,,,,,
GCF_004358365.1;protein_1147,GCF_000005845.2;protein_871,GCF_053078305.1;protein_3701,,GCF_048568965.1;protein_4036,GCF_048571455.1;protein_1838,,,,,,,
GCF_004358365.1;protein_1148,GCF_048568965.1;protein_4037,GCF_000005845.2;protein_870,GCF_053078305.1;protein_3702,GCF_048571455.1;protein_1837,,,,,,,,
GCF_004358365.1;protein_1149,GCF_048568965.1;protein_4038,GCF_000005845.2;protein_869,GCF_053078305.1;protein_3753,GCF_048571455.1;protein_1836,,,,,,,,
GCF_004358365.1;protein_115,GCF_048568965.1;protein_2929,GCF_000005845.2;protein_1426,GCF_053078305.1;protein_2984,GCF_048571455.1;protein_2844,,,,,,,,
GCF_004358365.1;protein_1150,GCF_048568965.1;protein_4039,GCF_000005845.2;protein_868,GCF_053078305.1;protein_3754,GCF_048571455.1;protein_1835,,,,,,,,
GCF_004358365.1;protein_1151,GCF_048568965.1;protein_4040,GCF_000005845.2;protein_867,GCF_053078305.1;protein_3755,GCF_048571455.1;protein_1834,,,,,,,,
GCF_004358365.1;protein_1152,GCF_048568965.1;protein_4041,,GCF_053078305.1;protein_3756,GCF_048571455.1;protein_1833,,,,,,,,
GCF_004358365.1;protein_1153,GCF_048568965.1;protein_4042,GCF_000005845.2;protein_865,GCF_053078305.1;protein_3757,GCF_048571455.1;protein_1832,,,,,,,,
GCF_004358365.1;protein_1154,GCF_048568965.1;protein_4043,GCF_000005845.2;protein_864,GCF_053078305.1;protein_3758,GCF_048571455.1;protein_1831,,,,,,,,
GCF_004358365.1;protein_1155,GCF_048568965.1;protein_4044,GCF_000005845.2;protein_863,GCF_053078305.1;protein_3759,GCF_048571455.1;protein_1830,,,,,,,,
GCF_004358365.1;protein_1156,GCF_048568965.1;protein_4045,GCF_000005845.2;protein_862,GCF_053078305.1;protein_3760,GCF_048571455.1;protein_1829,,,,,,,,
GCF_004358365.1;protein_1157,GCF_048568965.1;protein_4046,GCF_000005845.2;protein_861,GCF_053078305.1;protein_3761,GCF_048571455.1;protein_1828,,,,,,,,
GCF_004358365.1;protein_1158,GCF_048568965.1;protein_4047,GCF_000005845.2;protein_860,GCF_053078305.1;protein_3762,GCF_048571455.1;protein_1827,,,,,,,,
GCF_004358365.1;protein_1159,GCF_048568965.1;protein_4048,GCF_000005845.2;protein_859,GCF_053078305.1;protein_3763,GCF_048571455.1;protein_1826,,,,,,,,
GCF_004358365.1;protein_116,GCF_048568965.1;protein_2928,GCF_000005845.2;protein_1425,GCF_053078305.1;protein_2985,GCF_048571455.1;protein_2843,,,,,,,,
GCF_004358365.1;protein_1160,GCF_048568965.1;protein_4049,GCF_000005845.2;protein_858,GCF_053078305.1;protein_3764,GCF_048571455.1;protein_1825,,,,,,,,
GCF_004358365.1;protein_1161,GCF_048568965.1;protein_4050,GCF_000005845.2;protein_857,GCF_053078305.1;protein_3765,GCF_048571455.1;protein_1824,,,,,,,,
GCF_004358365.1;protein_1162,GCF_048568965.1;protein_4051,GCF_000005845.2;protein_856,GCF_053078305.1;protein_3766,GCF_048571455.1;protein_1823,,,,,,,,
GCF_004358365.1;protein_1163,GCF_048568965.1;protein_4052,GCF_000005845.2;protein_855,GCF_053078305.1;protein_3767,GCF_048571455.1;protein_1822,,,,,,,,
GCF_004358365.1;protein_1164,GCF_048568965.1;protein_4053,GCF_000005845.2;protein_854,GCF_053078305.1;protein_3768,GCF_048571455.1;protein_1821,,,,,,,,
GCF_004358365.1;protein_1165,GCF_048568965.1;protein_4054,GCF_000005845.2;protein_853,GCF_053078305.1;protein_3769,GCF_048571455.1;protein_1820,,,,,,,,
GCF_004358365.1;protein_1166,GCF_048568965.1;protein_4055,GCF_000005845.2;protein_852,GCF_053078305.1;protein_3770,GCF_048571455.1;protein_1819,,,,,,,,
GCF_004358365.1;protein_1167,GCF_048568965.1;protein_4056,GCF_000005845.2;protein_851,GCF_053078305.1;protein_3771,GCF_048571455.1;protein_1818,,,,,,,,
GCF_004358365.1;protein_1168,GCF_048568965.1;protein_4057,GCF_000005845.2;protein_850,GCF_053078305.1;protein_3772,GCF_048571455.1;protein_1817,,,,,,,,
GCF_004358365.1;protein_1169,GCF_048568965.1;protein_4058,GCF_000005845.2;protein_849,GCF_053078305.1;protein_3773,GCF_048571455.1;protein_1816,,,,,,,,
GCF_004358365.1;protein_117,GCF_048568965.1;protein_2927,GCF_000005845.2;protein_1424,GCF_053078305.1;protein_2986,GCF_048571455.1;protein_2842,,,,,,,,
GCF_004358365.1;protein_1170,GCF_048568965.1;protein_4059,GCF_000005845.2;protein_848,GCF_053078305.1;protein_3774,GCF_048571455.1;protein_1815,,,,,,,,
GCF_004358365.1;protein_1171,GCF_048568965.1;protein_4060,GCF_000005845.2;protein_847,GCF_053078305.1;protein_3775,GCF_048571455.1;protein_1814,,,,,,,,
GCF_004358365.1;protein_1172,GCF_048568965.1;protein_4061,GCF_000005845.2;protein_846,GCF_053078305.1;protein_3776,GCF_048571455.1;protein_1813,,,,,,,,
GCF_004358365.1;protein_1173,GCF_048568965.1;protein_4062,GCF_000005845.2;protein_845,GCF_053078305.1;protein_3777,GCF_048571455.1;protein_1812,,,,,,,,
GCF_004358365.1;protein_1174,GCF_048568965.1;protein_4063,GCF_000005845.2;protein_844,GCF_053078305.1;protein_3778,GCF_048571455.1;protein_1811,,,,,,,,
GCF_004358365.1;protein_1175,GCF_048568965.1;protein_4064,GCF_000005845.2;protein_843,GCF_053078305.1;protein_3779,GCF_048571455.1;protein_1810,,,,,,,,
GCF_004358365.1;protein_1176,GCF_048568965.1;protein_4065,GCF_000005845.2;protein_842,GCF_053078305.1;protein_3780,GCF_048571455.1;protein_1809,,,,,,,,
GCF_004358365.1;protein_1177,GCF_048568965.1;protein_4066,GCF_000005845.2;protein_841,GCF_053078305.1;protein_3782,GCF_048571455.1;protein_1808,,,,,,,,
GCF_004358365.1;protein_1178,GCF_048568965.1;protein_4067,GCF_000005845.2;protein_840,GCF_053078305.1;protein_3783,GCF_048571455.1;protein_1807,,,,,,,,
GCF_004358365.1;protein_1179,GCF_048568965.1;protein_4068,GCF_000005845.2;protein_839,GCF_053078305.1;protein_3784,GCF_048571455.1;protein_1806,,,,,,,,
GCF_004358365.1;protein_118,GCF_048568965.1;protein_2926,GCF_000005845.2;protein_1423,GCF_053078305.1;protein_2987,GCF_048571455.1;protein_2841,,,,,,,,
GCF_004358365.1;protein_1180,GCF_048568965.1;protein_4069,GCF_000005845.2;protein_838,GCF_053078305.1;protein_3785,GCF_048571455.1;protein_1805,,,,,,,,
GCF_004358365.1;protein_1181,GCF_048568965.1;protein_4070,GCF_000005845.2;protein_837,GCF_053078305.1;protein_3786,GCF_048571455.1;protein_1804,,,,,,,,
GCF_004358365.1;protein_1182,GCF_048568965.1;protein_4071,GCF_000005845.2;protein_836,GCF_053078305.1;protein_3787,GCF_048571455.1;protein_1803,,,,,,,,
GCF_004358365.1;protein_1183,GCF_048568965.1;protein_4072,GCF_000005845.2;protein_835,GCF_053078305.1;protein_3791,GCF_048571455.1;protein_1802,,,,,,,,
GCF_004358365.1;protein_1184,GCF_048568965.1;protein_4073,GCF_000005845.2;protein_834,GCF_053078305.1;protein_3792,GCF_048571455.1;protein_1801,,,,,,,,
GCF_004358365.1;protein_1185,GCF_048568965.1;protein_4074,GCF_000005845.2;protein_833,GCF_053078305.1;protein_3793,GCF_048571455.1;protein_1800,,,,,,,,
GCF_004358365.1;protein_1186,GCF_048568965.1;protein_4075,GCF_000005845.2;protein_832,GCF_053078305.1;protein_3794,GCF_048571455.1;protein_1799,,,,,,,,
GCF_004358365.1;protein_1187,GCF_048568965.1;protein_4076,GCF_000005845.2;protein_831,GCF_053078305.1;protein_3795,GCF_048571455.1;protein_1798,,,,,,,,
GCF_004358365.1;protein_1188,GCF_048568965.1;protein_4077,GCF_000005845.2;protein_830,GCF_053078305.1;protein_3796,GCF_048571455.1;protein_1797,,,,,,,,
GCF_004358365.1;protein_1189,GCF_048568965.1;protein_4078,GCF_000005845.2;protein_829,GCF_053078305.1;protein_3797,GCF_048571455.1;protein_1796,,,,,,,,
GCF_004358365.1;protein_119,GCF_048568965.1;protein_2925,GCF_000005845.2;protein_1422,GCF_053078305.1;protein_2988,GCF_048571455.1;protein_2840,,,,,,,,
GCF_004358365.1;protein_1190,GCF_048568965.1;protein_4079,GCF_000005845.2;protein_828,GCF_053078305.1;protein_3798,GCF_048571455.1;protein_1795,,,,,,,,
GCF_004358365.1;protein_1191,GCF_048568965.1;protein_4080,GCF_000005845.2;protein_827,GCF_053078305.1;protein_3799,GCF_048571455.1;protein_1794,,,,,,,,
