Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Type Material Display Text
ASM4285406v1	GCF_042854065.1	GCA_042854065.1	Mycoplasmoides pneumoniae	2104		TA9308					GCF_042854065.1-RS_2024_10_11	Complete Genome	2024-10-13		1	
ASM993984v1	GCF_009939845.1	GCA_009939845.1	Mycoplasmoides pneumoniae	2104		16-004					GCF_009939845.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM994380v1	GCF_009943805.1	GCA_009943805.1	Mycoplasmoides pneumoniae	2104		11-634					GCF_009943805.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM993976v1	GCF_009939765.1	GCA_009939765.1	Mycoplasmoides pneumoniae	2104		16-710					GCF_009939765.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM993997v1	GCF_009939975.1	GCA_009939975.1	Mycoplasmoides pneumoniae	2104		16-002					GCF_009939975.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM214785v1	GCF_002147855.1	GCA_002147855.1	Mycoplasmoides pneumoniae	2104		M129 2002					GCF_002147855.1-RS_2025_04_07	Complete Genome	2017-05-17		1	
ASM993978v1	GCF_009939785.1	GCA_009939785.1	Mycoplasmoides pneumoniae	2104		16-462					GCF_009939785.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM994720v1	GCF_009947205.1	GCA_009947205.1	Mycoplasmoides pneumoniae	2104		10-1110					GCF_009947205.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM994684v1	GCF_009946845.1	GCA_009946845.1	Mycoplasmoides pneumoniae	2104		10-1213					GCF_009946845.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM994407v1	GCF_009944075.1	GCA_009944075.1	Mycoplasmoides pneumoniae	2104		11-473					GCF_009944075.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM994239v1	GCF_009942395.1	GCA_009942395.1	Mycoplasmoides pneumoniae	2104		12-091					GCF_009942395.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM994265v1	GCF_009942655.1	GCA_009942655.1	Mycoplasmoides pneumoniae	2104		12-060					GCF_009942655.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM994433v1	GCF_009944335.1	GCA_009944335.1	Mycoplasmoides pneumoniae	2104		11-212					GCF_009944335.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM155817v1	GCF_001558175.1	GCA_001558175.1	Mycoplasmoides pneumoniae	2104		C267					GCF_001558175.1-RS_2026_02_28	Complete Genome	2016-02-11		1	
ASM994032v1	GCF_009940325.1	GCA_009940325.1	Mycoplasmoides pneumoniae	2104		15-982					GCF_009940325.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM212802v1	GCF_002128025.1	GCA_002128025.1	Mycoplasmoides pneumoniae	2104		549					GCF_002128025.1-RS_2025_04_07	Complete Genome	2017-05-11		1	
ASM212804v1	GCF_002128045.1	GCA_002128045.1	Mycoplasmoides pneumoniae	2104		FL8					GCF_002128045.1-RS_2025_04_07	Complete Genome	2017-05-11		1	
ASM993982v1	GCF_009939825.1	GCA_009939825.1	Mycoplasmoides pneumoniae	2104		16-032					GCF_009939825.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM4285536v1	GCF_042855365.1	GCA_042855365.1	Mycoplasmoides pneumoniae	2104		TA6350					GCF_042855365.1-RS_2024_10_11	Complete Genome	2024-10-13		1	
ASM993980v1	GCF_009939805.1	GCA_009939805.1	Mycoplasmoides pneumoniae	2104		16-118					GCF_009939805.1-RS_2026_01_06	Complete Genome	2020-01-29		1	
ASM994798v1	GCF_009947985.1	GCA_009947985.1	Mycoplasmoides pneumoniae	2104		10-1048					GCF_009947985.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM212806v1	GCF_002128065.1	GCA_002128065.1	Mycoplasmoides pneumoniae	2104		E16					GCF_002128065.1-RS_2025_04_07	Complete Genome	2017-05-11		1	
ASM4025684v1	GCF_040256845.1	GCA_040256845.1	Mycoplasmoides pneumoniae	2104		M129					GCF_040256845.1-RS_2025_06_20	Complete Genome	2024-06-21		1	
ASM209021v1	GCF_002090215.1	GCA_002090215.1	Mycoplasmoides pneumoniae	2104		S63-tet-R					GCF_002090215.1-RS_2026_02_28	Complete Genome	2017-04-13		1	
ASM209599v1	GCF_002095995.1	GCA_002095995.1	Mycoplasmoides pneumoniae	2104		S4-tet-R					GCF_002095995.1-RS_2026_02_28	Complete Genome	2017-04-18		1	
ASM209601v1	GCF_002096015.1	GCA_002096015.1	Mycoplasmoides pneumoniae	2104		S34-tet-R					GCF_002096015.1-RS_2026_02_28	Complete Genome	2017-04-18		1	
ASM994516v1	GCF_009945165.1	GCA_009945165.1	Mycoplasmoides pneumoniae	2104		11-129					GCF_009945165.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM209603v1	GCF_002096035.1	GCA_002096035.1	Mycoplasmoides pneumoniae	2104		S12-tet-R					GCF_002096035.1-RS_2026_02_28	Complete Genome	2017-04-18		1	
ASM209031v1	GCF_002090315.1	GCA_002090315.1	Mycoplasmoides pneumoniae	2104		S91-tet-R					GCF_002090315.1-RS_2026_02_28	Complete Genome	2017-04-13		1	
ASM994839v1	GCF_009948395.1	GCA_009948395.1	Mycoplasmoides pneumoniae	2104		10-980					GCF_009948395.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM4193156v1	GCF_041931565.1	GCA_041931565.1	Mycoplasmoides pneumoniae	2104		RU-CSP-A					GCF_041931565.1-RS_2024_09_16	Complete Genome	2024-09-17		1	
ASM994132v1	GCF_009941325.1	GCA_009941325.1	Mycoplasmoides pneumoniae	2104		15-885					GCF_009941325.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM4193175v1	GCF_041931755.1	GCA_041931755.1	Mycoplasmoides pneumoniae	2104		RU-CSP-B					GCF_041931755.1-RS_2024_09_16	Complete Genome	2024-09-17		1	
ASM209027v1	GCF_002090275.1	GCA_002090275.1	Mycoplasmoides pneumoniae	2104		S68-tet-R					GCF_002090275.1-RS_2026_02_28	Complete Genome	2017-04-13		1	
ASM994096v1	GCF_009940965.1	GCA_009940965.1	Mycoplasmoides pneumoniae	2104		15-969					GCF_009940965.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM994170v1	GCF_009941705.1	GCA_009941705.1	Mycoplasmoides pneumoniae	2104		15-215					GCF_009941705.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM209023v1	GCF_002090235.1	GCA_002090235.1	Mycoplasmoides pneumoniae	2104		FH-tet-R					GCF_002090235.1-RS_2026_02_28	Complete Genome	2017-04-13		1	
ASM4193176v1	GCF_041931765.1	GCA_041931765.1	Mycoplasmoides pneumoniae	2104		RU-CSP-11					GCF_041931765.1-RS_2024_09_16	Complete Genome	2024-09-17		1	
ASM994553v1	GCF_009945535.1	GCA_009945535.1	Mycoplasmoides pneumoniae	2104		11-107					GCF_009945535.1-RS_2026_02_27	Complete Genome	2020-01-29		1	
ASM4285401v1	GCF_042854015.1	GCA_042854015.1	Mycoplasmoides pneumoniae	2104		TA9171					GCF_042854015.1-RS_2024_10_11	Complete Genome	2024-10-13		1	
ASM994628v1	GCF_009946285.1	GCA_009946285.1	Mycoplasmoides pneumoniae	2104		10-1257					GCF_009946285.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM994320v1	GCF_009943205.1	GCA_009943205.1	Mycoplasmoides pneumoniae	2104		11-994					GCF_009943205.1-RS_2026_03_03	Complete Genome	2020-01-29		1	
ASM212798v1	GCF_002127985.1	GCA_002127985.1	Mycoplasmoides pneumoniae	2104		685					GCF_002127985.1-RS_2025_04_07	Complete Genome	2017-05-11		1	
ASM209029v1	GCF_002090295.1	GCA_002090295.1	Mycoplasmoides pneumoniae	2104		S55-tet-R					GCF_002090295.1-RS_2026_02_28	Complete Genome	2017-04-13		1	
ASM994472v1	GCF_009944725.1	GCA_009944725.1	Mycoplasmoides pneumoniae	2104		11-174					GCF_009944725.1-RS_2026_01_06	Complete Genome	2020-01-29		1	
ASM150919v1	GCF_001509195.1	GCA_001509195.1	Mycoplasmoides pneumoniae	2104		S355					GCF_001509195.1-RS_2026_02_27	Complete Genome	2016-01-08		1	
mpn_CV2	GCF_910574535.1	GCA_910574535.1	Mycoplasmoides pneumoniae M129	272634					mpn_CV2_gDNA_passage0		GCF_910574535.1-RS_2026_03_03	Complete Genome	2021-07-06		1	
ASM2734v1	GCF_000027345.1	GCA_000027345.1	Mycoplasmoides pneumoniae M129	272634		M129; ATCC 29342					GCF_000027345.1-RS_2026_02_26	Complete Genome	2002-12-06		1	
ASM73399v1	GCF_000733995.1	GCA_000733995.1	Mycoplasmoides pneumoniae M29	1441379		M29					GCF_000733995.1-RS_2026_02_26	Complete Genome	2014-07-28		1	
ASM38774v2	GCF_000387745.2	GCA_000387745.2	Mycoplasmoides pneumoniae 19294	1213463		19294					GCF_000387745.2-RS_2026_02_26	Complete Genome	2015-08-21		1	
ASM31965v2	GCF_000319655.2	GCA_000319655.2	Mycoplasmoides pneumoniae PO1	1233262		PO1					GCF_000319655.2-RS_2026_02_26	Complete Genome	2015-08-21		1	
ASM127289v1	GCF_001272895.1	GCA_001272895.1	Mycoplasmoides pneumoniae M2592	1280940		M2592					GCF_001272895.1-RS_2026_02_26	Complete Genome	2015-08-21		1	
ASM127271v1	GCF_001272715.1	GCA_001272715.1	Mycoplasmoides pneumoniae 39443	1263761		39443					GCF_001272715.1-RS_2026_02_26	Complete Genome	2015-08-21		1	
ASM28375v1	GCF_000283755.1	GCA_000283755.1	Mycoplasmoides pneumoniae 309	1112856		309					GCF_000283755.1-RS_2026_02_28	Complete Genome	2011-11-30		1	
ASM127291v1	GCF_001272915.1	GCA_001272915.1	Mycoplasmoides pneumoniae MAC	1263835		MAC					GCF_001272915.1-RS_2026_02_26	Complete Genome	2015-08-21		1	
ASM127285v1	GCF_001272855.1	GCA_001272855.1	Mycoplasmoides pneumoniae M1139	1263763		M1139					GCF_001272855.1-RS_2026_02_26	Complete Genome	2015-08-21		1	
ASM127277v1	GCF_001272775.1	GCA_001272775.1	Mycoplasmoides pneumoniae 54524	1263757		54524					GCF_001272775.1-RS_2026_02_28	Complete Genome	2015-08-21		1	
ASM127275v1	GCF_001272755.1	GCA_001272755.1	Mycoplasmoides pneumoniae 54089	1263756		54089					GCF_001272755.1-RS_2026_02_28	Complete Genome	2015-08-21		1	
ASM31967v2	GCF_000319675.2	GCA_000319675.2	Mycoplasmoides pneumoniae PI 1428	1236904		PI 1428					GCF_000319675.2-RS_2026_02_28	Complete Genome	2015-08-21		1	
ASM33108v2	GCF_000331085.3	GCA_000331085.2	Mycoplasmoides pneumoniae M129-B7	1238993		M129-B7					GCF_000331085.3-RS_2026_02_28	Complete Genome	2015-03-03		1	
ASM127273v1	GCF_001272735.1	GCA_001272735.1	Mycoplasmoides pneumoniae 51494	1263758		51494					GCF_001272735.1-RS_2026_02_28	Complete Genome	2015-08-21		1	
ASM127279v1	GCF_001272795.1	GCA_001272795.1	Mycoplasmoides pneumoniae 85084	1263762		85084					GCF_001272795.1-RS_2026_01_06	Complete Genome	2015-08-21		1	
ASM127281v1	GCF_001272815.1	GCA_001272815.1	Mycoplasmoides pneumoniae 85138	1263760		85138					GCF_001272815.1-RS_2026_02_27	Complete Genome	2015-08-21		1	
