GCF_002128025.1;protein_126,GCF_002090235.1;protein_127,GCF_002096015.1;protein_126,GCF_041931755.1;protein_204,GCF_001558175.1;protein_126,,,,,
GCF_002128025.1;protein_127,GCF_002090235.1;protein_128,GCF_002096015.1;protein_127,GCF_041931755.1;protein_205,GCF_001558175.1;protein_127,,,,,
GCF_002128025.1;protein_128,GCF_002090235.1;protein_129,GCF_002096015.1;protein_128,GCF_041931755.1;protein_206,GCF_001558175.1;protein_128,,,,,
GCF_002128025.1;protein_129,GCF_002090235.1;protein_130,GCF_002096015.1;protein_129,GCF_041931755.1;protein_207,GCF_001558175.1;protein_129,,,,,
GCF_002128025.1;protein_13,GCF_002090235.1;protein_13,GCF_002096015.1;protein_13,GCF_041931755.1;protein_90,GCF_001558175.1;protein_13,,,,,
GCF_002128025.1;protein_130,GCF_002090235.1;protein_131,GCF_002096015.1;protein_130,GCF_041931755.1;protein_208,GCF_001558175.1;protein_130,,,,,
GCF_002128025.1;protein_131,GCF_002090235.1;protein_132,GCF_002096015.1;protein_131,GCF_041931755.1;protein_209,GCF_001558175.1;protein_131,,,,,
GCF_002128025.1;protein_132,GCF_002090235.1;protein_133,GCF_002096015.1;protein_132,GCF_041931755.1;protein_210,GCF_001558175.1;protein_132,,,,,
GCF_002128025.1;protein_133,GCF_002090235.1;protein_134,GCF_002096015.1;protein_133,GCF_041931755.1;protein_211,GCF_001558175.1;protein_133,,,,,
GCF_002128025.1;protein_134,GCF_002090235.1;protein_135,GCF_002096015.1;protein_134,GCF_041931755.1;protein_212,GCF_001558175.1;protein_134,,,,,
GCF_002128025.1;protein_135,GCF_002090235.1;protein_136,GCF_002096015.1;protein_135,GCF_041931755.1;protein_213,GCF_001558175.1;protein_135,,,,,
GCF_002128025.1;protein_136,GCF_002090235.1;protein_137,GCF_002096015.1;protein_136,GCF_041931755.1;protein_214,GCF_001558175.1;protein_136,,,,,
GCF_002128025.1;protein_137,GCF_002090235.1;protein_138,GCF_002096015.1;protein_137,GCF_041931755.1;protein_215,GCF_001558175.1;protein_137,,,,,
GCF_002128025.1;protein_139,GCF_002090235.1;protein_140,GCF_002096015.1;protein_139,GCF_041931755.1;protein_217,GCF_001558175.1;protein_139,,,,,
GCF_002128025.1;protein_14,GCF_002090235.1;protein_14,GCF_002096015.1;protein_14,GCF_041931755.1;protein_91,GCF_001558175.1;protein_14,,,,,
GCF_002128025.1;protein_140,GCF_002090235.1;protein_141,GCF_002096015.1;protein_140,GCF_041931755.1;protein_218,GCF_001558175.1;protein_140,,,,,
GCF_002128025.1;protein_144,GCF_002090235.1;protein_145,GCF_002096015.1;protein_144,GCF_041931755.1;protein_225,GCF_001558175.1;protein_144,,,,,
GCF_002128025.1;protein_145,GCF_002090235.1;protein_146,GCF_002096015.1;protein_145,GCF_041931755.1;protein_226,GCF_001558175.1;protein_145,,,,,
GCF_002128025.1;protein_146,GCF_002090235.1;protein_147,GCF_002096015.1;protein_146,GCF_041931755.1;protein_227,GCF_001558175.1;protein_146,,,,,
GCF_002128025.1;protein_147,GCF_002090235.1;protein_148,GCF_002096015.1;protein_147,GCF_041931755.1;protein_228,GCF_001558175.1;protein_147,,,,,
GCF_002128025.1;protein_148,GCF_002090235.1;protein_149,GCF_002096015.1;protein_148,GCF_041931755.1;protein_229,GCF_001558175.1;protein_148,,,,,
GCF_002128025.1;protein_149,GCF_002090235.1;protein_150,GCF_002096015.1;protein_149,GCF_041931755.1;protein_230,GCF_001558175.1;protein_149,,,,,
GCF_002128025.1;protein_15,GCF_002090235.1;protein_15,GCF_002096015.1;protein_15,GCF_041931755.1;protein_92,GCF_001558175.1;protein_15,,,,,
GCF_002128025.1;protein_150,GCF_002090235.1;protein_151,GCF_002096015.1;protein_150,GCF_041931755.1;protein_231,GCF_001558175.1;protein_150,,,,,
GCF_002128025.1;protein_151,GCF_002090235.1;protein_152,GCF_002096015.1;protein_151,GCF_041931755.1;protein_232,GCF_001558175.1;protein_151,,,,,
GCF_002128025.1;protein_152,GCF_002090235.1;protein_153,GCF_002096015.1;protein_152,GCF_041931755.1;protein_233,GCF_001558175.1;protein_152,,,,,
GCF_002128025.1;protein_153,GCF_002090235.1;protein_154,GCF_002096015.1;protein_153,GCF_041931755.1;protein_234,,,,,,
GCF_002128025.1;protein_154,GCF_002090235.1;protein_155,GCF_002096015.1;protein_154,GCF_041931755.1;protein_235,GCF_001558175.1;protein_158,,,,,
GCF_002128025.1;protein_155,GCF_002090235.1;protein_156,GCF_002096015.1;protein_155,GCF_041931755.1;protein_236,GCF_001558175.1;protein_159,,,,,
GCF_002128025.1;protein_156,GCF_002090235.1;protein_157,GCF_002096015.1;protein_156,GCF_041931755.1;protein_237,GCF_001558175.1;protein_160,,,,,
GCF_002128025.1;protein_158,GCF_002090235.1;protein_159,GCF_002096015.1;protein_158,GCF_041931755.1;protein_239,GCF_001558175.1;protein_162,,,,,
GCF_002128025.1;protein_159,GCF_002090235.1;protein_160,GCF_002096015.1;protein_159,GCF_041931755.1;protein_240,GCF_001558175.1;protein_163,,,,,
GCF_002128025.1;protein_16,GCF_002090235.1;protein_16,GCF_002096015.1;protein_16,GCF_041931755.1;protein_93,GCF_001558175.1;protein_16,,,,,
GCF_001558175.1;protein_525,GCF_002096015.1;protein_162,GCF_002090235.1;protein_109,GCF_002090235.1;protein_163,,GCF_041931755.1;protein_602,GCF_001558175.1;protein_166,GCF_041931755.1;protein_243,GCF_002128025.1;protein_162,GCF_002096015.1;protein_109
GCF_002128025.1;protein_163,GCF_002090235.1;protein_164,GCF_002096015.1;protein_163,GCF_041931755.1;protein_244,GCF_001558175.1;protein_167,,,,,
GCF_002128025.1;protein_164,GCF_002090235.1;protein_165,GCF_002096015.1;protein_164,GCF_041931755.1;protein_245,GCF_001558175.1;protein_168,,,,,
GCF_002128025.1;protein_165,GCF_002090235.1;protein_166,GCF_002096015.1;protein_165,GCF_041931755.1;protein_246,GCF_001558175.1;protein_169,,,,,
GCF_002128025.1;protein_166,GCF_002090235.1;protein_167,GCF_002096015.1;protein_166,GCF_041931755.1;protein_247,GCF_001558175.1;protein_170,,,,,
GCF_002128025.1;protein_167,GCF_002090235.1;protein_168,GCF_002096015.1;protein_167,,GCF_001558175.1;protein_171,,,,,
GCF_002128025.1;protein_168,GCF_002090235.1;protein_169,GCF_002096015.1;protein_168,GCF_041931755.1;protein_249,GCF_001558175.1;protein_172,,,,,
GCF_002128025.1;protein_169,GCF_002090235.1;protein_170,GCF_002096015.1;protein_169,GCF_041931755.1;protein_250,GCF_001558175.1;protein_173,,,,,
GCF_002128025.1;protein_17,GCF_002090235.1;protein_17,GCF_002096015.1;protein_17,GCF_041931755.1;protein_94,GCF_001558175.1;protein_17,,,,,
GCF_002128025.1;protein_170,GCF_002090235.1;protein_171,GCF_002096015.1;protein_170,GCF_041931755.1;protein_251,GCF_001558175.1;protein_174,,,,,
GCF_002128025.1;protein_171,GCF_002090235.1;protein_172,GCF_002096015.1;protein_171,GCF_041931755.1;protein_252,GCF_001558175.1;protein_175,,,,,
GCF_002128025.1;protein_172,GCF_002090235.1;protein_173,GCF_002096015.1;protein_172,GCF_041931755.1;protein_253,GCF_001558175.1;protein_176,,,,,
GCF_002128025.1;protein_173,GCF_002090235.1;protein_174,GCF_002096015.1;protein_173,GCF_041931755.1;protein_254,GCF_001558175.1;protein_177,,,,,
GCF_002128025.1;protein_174,GCF_002090235.1;protein_175,GCF_002096015.1;protein_174,GCF_041931755.1;protein_255,GCF_001558175.1;protein_178,,,,,
GCF_002128025.1;protein_175,GCF_002090235.1;protein_176,GCF_002096015.1;protein_175,GCF_041931755.1;protein_256,GCF_001558175.1;protein_179,,,,,
GCF_002128025.1;protein_176,GCF_002090235.1;protein_177,GCF_002096015.1;protein_176,GCF_041931755.1;protein_257,GCF_001558175.1;protein_180,,,,,
GCF_002128025.1;protein_177,GCF_002090235.1;protein_178,GCF_002096015.1;protein_177,GCF_041931755.1;protein_258,GCF_001558175.1;protein_181,,,,,
GCF_002128025.1;protein_178,GCF_002090235.1;protein_179,GCF_002096015.1;protein_178,GCF_041931755.1;protein_259,GCF_001558175.1;protein_182,,,,,
GCF_002128025.1;protein_179,GCF_002090235.1;protein_180,GCF_002096015.1;protein_179,GCF_041931755.1;protein_260,GCF_001558175.1;protein_183,,,,,
GCF_002128025.1;protein_18,GCF_002090235.1;protein_18,GCF_002096015.1;protein_18,GCF_041931755.1;protein_95,GCF_001558175.1;protein_18,,,,,
GCF_002128025.1;protein_180,GCF_002090235.1;protein_181,GCF_002096015.1;protein_180,GCF_041931755.1;protein_261,GCF_001558175.1;protein_184,,,,,
GCF_002128025.1;protein_181,GCF_002090235.1;protein_182,GCF_002096015.1;protein_181,GCF_041931755.1;protein_262,GCF_001558175.1;protein_185,,,,,
GCF_002128025.1;protein_182,GCF_002090235.1;protein_183,GCF_002096015.1;protein_182,GCF_041931755.1;protein_263,GCF_001558175.1;protein_186,,,,,
GCF_002128025.1;protein_183,GCF_002090235.1;protein_184,GCF_002096015.1;protein_183,GCF_041931755.1;protein_264,GCF_001558175.1;protein_187,,,,,
GCF_002128025.1;protein_184,GCF_002090235.1;protein_185,GCF_002096015.1;protein_184,GCF_041931755.1;protein_265,GCF_001558175.1;protein_188,,,,,
GCF_002128025.1;protein_185,GCF_002090235.1;protein_186,GCF_002096015.1;protein_185,GCF_041931755.1;protein_266,GCF_001558175.1;protein_189,,,,,
GCF_002128025.1;protein_186,GCF_002090235.1;protein_187,GCF_002096015.1;protein_186,GCF_041931755.1;protein_267,GCF_001558175.1;protein_190,,,,,
GCF_002128025.1;protein_187,GCF_002090235.1;protein_188,GCF_002096015.1;protein_187,GCF_041931755.1;protein_268,GCF_001558175.1;protein_191,,,,,
GCF_002128025.1;protein_188,GCF_002090235.1;protein_189,GCF_002096015.1;protein_188,GCF_041931755.1;protein_269,GCF_001558175.1;protein_192,,,,,
GCF_002128025.1;protein_189,GCF_002090235.1;protein_190,GCF_002096015.1;protein_189,GCF_041931755.1;protein_270,GCF_001558175.1;protein_193,,,,,
GCF_002128025.1;protein_19,GCF_002090235.1;protein_19,GCF_002096015.1;protein_19,GCF_041931755.1;protein_96,GCF_001558175.1;protein_19,,,,,
GCF_002128025.1;protein_190,GCF_002090235.1;protein_191,GCF_002096015.1;protein_190,GCF_041931755.1;protein_271,GCF_001558175.1;protein_194,,,,,
GCF_002128025.1;protein_191,GCF_002090235.1;protein_192,GCF_002096015.1;protein_191,GCF_041931755.1;protein_272,GCF_001558175.1;protein_195,,,,,
GCF_002128025.1;protein_192,GCF_002090235.1;protein_193,GCF_002096015.1;protein_192,GCF_041931755.1;protein_273,GCF_001558175.1;protein_196,,,,,
GCF_002128025.1;protein_193,GCF_002090235.1;protein_194,GCF_002096015.1;protein_193,GCF_041931755.1;protein_274,GCF_001558175.1;protein_197,,,,,
GCF_002128025.1;protein_194,GCF_002090235.1;protein_195,GCF_002096015.1;protein_194,GCF_041931755.1;protein_275,GCF_001558175.1;protein_198,,,,,
GCF_002128025.1;protein_195,GCF_002090235.1;protein_196,GCF_002096015.1;protein_195,GCF_041931755.1;protein_276,GCF_001558175.1;protein_199,,,,,
GCF_002128025.1;protein_196,GCF_002090235.1;protein_197,GCF_002096015.1;protein_196,GCF_041931755.1;protein_277,GCF_001558175.1;protein_200,,,,,
GCF_002128025.1;protein_197,GCF_002090235.1;protein_198,GCF_002096015.1;protein_197,GCF_041931755.1;protein_278,GCF_001558175.1;protein_201,,,,,
GCF_002128025.1;protein_198,GCF_002090235.1;protein_199,GCF_002096015.1;protein_198,GCF_041931755.1;protein_279,GCF_001558175.1;protein_202,,,,,
GCF_002128025.1;protein_199,GCF_002090235.1;protein_200,GCF_002096015.1;protein_199,GCF_041931755.1;protein_280,GCF_001558175.1;protein_203,,,,,
GCF_002128025.1;protein_2,GCF_002090235.1;protein_2,GCF_002096015.1;protein_2,GCF_041931755.1;protein_79,GCF_001558175.1;protein_2,,,,,
GCF_002128025.1;protein_20,GCF_002090235.1;protein_20,GCF_002096015.1;protein_20,GCF_041931755.1;protein_97,GCF_001558175.1;protein_20,,,,,
GCF_002128025.1;protein_200,GCF_002090235.1;protein_201,GCF_002096015.1;protein_200,GCF_041931755.1;protein_281,GCF_001558175.1;protein_204,,,,,
GCF_002128025.1;protein_201,GCF_002090235.1;protein_202,GCF_002096015.1;protein_201,GCF_041931755.1;protein_282,GCF_001558175.1;protein_205,,,,,
GCF_002128025.1;protein_202,GCF_002090235.1;protein_203,GCF_002096015.1;protein_202,GCF_041931755.1;protein_283,GCF_001558175.1;protein_206,,,,,
GCF_002128025.1;protein_203,GCF_002090235.1;protein_204,GCF_002096015.1;protein_203,GCF_041931755.1;protein_284,GCF_001558175.1;protein_207,,,,,
GCF_002128025.1;protein_204,GCF_002090235.1;protein_205,GCF_002096015.1;protein_204,GCF_041931755.1;protein_285,GCF_001558175.1;protein_208,,,,,
GCF_002128025.1;protein_205,GCF_002090235.1;protein_206,GCF_002096015.1;protein_205,GCF_041931755.1;protein_286,GCF_001558175.1;protein_209,,,,,
GCF_002128025.1;protein_206,GCF_002090235.1;protein_207,GCF_002096015.1;protein_206,GCF_041931755.1;protein_287,GCF_001558175.1;protein_210,,,,,
GCF_002128025.1;protein_207,GCF_002090235.1;protein_208,GCF_002096015.1;protein_207,GCF_041931755.1;protein_288,GCF_001558175.1;protein_211,,,,,
GCF_002128025.1;protein_208,GCF_002090235.1;protein_209,GCF_002096015.1;protein_208,GCF_041931755.1;protein_289,GCF_001558175.1;protein_212,,,,,
GCF_002128025.1;protein_209,GCF_002090235.1;protein_210,GCF_002096015.1;protein_209,GCF_041931755.1;protein_290,GCF_001558175.1;protein_213,,,,,
GCF_002128025.1;protein_21,GCF_002090235.1;protein_21,GCF_002096015.1;protein_21,GCF_041931755.1;protein_98,GCF_001558175.1;protein_21,,,,,
GCF_002128025.1;protein_210,GCF_002090235.1;protein_211,GCF_002096015.1;protein_210,GCF_041931755.1;protein_291,GCF_001558175.1;protein_214,,,,,
GCF_002128025.1;protein_211,GCF_002090235.1;protein_212,GCF_002096015.1;protein_211,GCF_041931755.1;protein_292,GCF_001558175.1;protein_215,,,,,
GCF_002128025.1;protein_212,GCF_002090235.1;protein_213,GCF_002096015.1;protein_212,GCF_041931755.1;protein_293,GCF_001558175.1;protein_216,,,,,
GCF_002128025.1;protein_213,GCF_002090235.1;protein_214,GCF_002096015.1;protein_213,GCF_041931755.1;protein_294,GCF_001558175.1;protein_217,,,,,
GCF_002128025.1;protein_215,GCF_002090235.1;protein_216,GCF_002096015.1;protein_215,GCF_041931755.1;protein_296,GCF_001558175.1;protein_219,,,,,
GCF_002128025.1;protein_216,GCF_002090235.1;protein_217,GCF_002096015.1;protein_216,GCF_041931755.1;protein_297,GCF_001558175.1;protein_220,,,,,
GCF_002128025.1;protein_217,GCF_002090235.1;protein_218,GCF_002096015.1;protein_217,GCF_041931755.1;protein_298,GCF_001558175.1;protein_221,,,,,
GCF_002128025.1;protein_218,GCF_002090235.1;protein_219,GCF_002096015.1;protein_218,GCF_041931755.1;protein_299,GCF_001558175.1;protein_222,,,,,
GCF_002128025.1;protein_22,GCF_002090235.1;protein_22,GCF_002096015.1;protein_22,GCF_041931755.1;protein_99,GCF_001558175.1;protein_22,,,,,
GCF_002128025.1;protein_221,GCF_002090235.1;protein_222,GCF_002096015.1;protein_221,GCF_041931755.1;protein_302,GCF_001558175.1;protein_225,,,,,
GCF_002128025.1;protein_222,GCF_002090235.1;protein_223,GCF_002096015.1;protein_222,GCF_041931755.1;protein_303,GCF_001558175.1;protein_226,,,,,
GCF_002128025.1;protein_223,GCF_002090235.1;protein_224,GCF_002096015.1;protein_223,GCF_041931755.1;protein_304,GCF_001558175.1;protein_227,,,,,
GCF_002128025.1;protein_224,GCF_002090235.1;protein_225,GCF_002096015.1;protein_224,GCF_041931755.1;protein_305,GCF_001558175.1;protein_228,,,,,
GCF_002128025.1;protein_225,GCF_002090235.1;protein_226,GCF_002096015.1;protein_225,GCF_041931755.1;protein_306,GCF_001558175.1;protein_229,,,,,
GCF_002128025.1;protein_226,GCF_002090235.1;protein_227,GCF_002096015.1;protein_226,GCF_041931755.1;protein_307,GCF_001558175.1;protein_230,,,,,
GCF_002128025.1;protein_227,GCF_002090235.1;protein_228,GCF_002096015.1;protein_227,GCF_041931755.1;protein_308,GCF_001558175.1;protein_231,,,,,
GCF_002128025.1;protein_228,GCF_002090235.1;protein_229,GCF_002096015.1;protein_228,GCF_041931755.1;protein_309,GCF_001558175.1;protein_232,,,,,
GCF_002128025.1;protein_229,GCF_002090235.1;protein_230,GCF_002096015.1;protein_229,GCF_041931755.1;protein_310,GCF_001558175.1;protein_233,,,,,
GCF_002128025.1;protein_23,GCF_002090235.1;protein_23,GCF_002096015.1;protein_23,GCF_041931755.1;protein_100,GCF_001558175.1;protein_23,,,,,
GCF_002128025.1;protein_230,GCF_002090235.1;protein_231,GCF_002096015.1;protein_230,GCF_041931755.1;protein_311,GCF_001558175.1;protein_234,,,,,
GCF_002128025.1;protein_231,GCF_002090235.1;protein_232,GCF_002096015.1;protein_231,GCF_041931755.1;protein_312,GCF_001558175.1;protein_235,,,,,
GCF_002128025.1;protein_232,GCF_002090235.1;protein_233,GCF_002096015.1;protein_232,GCF_041931755.1;protein_313,GCF_001558175.1;protein_236,,,,,
GCF_002128025.1;protein_233,GCF_002090235.1;protein_234,GCF_002096015.1;protein_233,GCF_041931755.1;protein_314,GCF_001558175.1;protein_237,,,,,
GCF_002128025.1;protein_234,GCF_002090235.1;protein_235,GCF_002096015.1;protein_234,GCF_041931755.1;protein_315,GCF_001558175.1;protein_238,,,,,
GCF_002128025.1;protein_235,GCF_002090235.1;protein_236,GCF_002096015.1;protein_235,GCF_041931755.1;protein_316,GCF_001558175.1;protein_239,,,,,
GCF_002128025.1;protein_236,GCF_002090235.1;protein_237,GCF_002096015.1;protein_236,GCF_041931755.1;protein_317,GCF_001558175.1;protein_240,,,,,
GCF_002128025.1;protein_237,GCF_002090235.1;protein_238,GCF_002096015.1;protein_237,GCF_041931755.1;protein_318,GCF_001558175.1;protein_241,,,,,
GCF_002128025.1;protein_238,GCF_002090235.1;protein_239,GCF_002096015.1;protein_238,GCF_041931755.1;protein_319,GCF_001558175.1;protein_242,,,,,
GCF_002128025.1;protein_239,GCF_002090235.1;protein_240,GCF_002096015.1;protein_239,GCF_041931755.1;protein_320,GCF_001558175.1;protein_243,,,,,
GCF_002128025.1;protein_24,GCF_002090235.1;protein_24,GCF_002096015.1;protein_24,GCF_041931755.1;protein_101,GCF_001558175.1;protein_24,,,,,
GCF_002128025.1;protein_240,GCF_002090235.1;protein_241,GCF_002096015.1;protein_240,GCF_041931755.1;protein_321,GCF_001558175.1;protein_244,,,,,
GCF_002128025.1;protein_241,GCF_002090235.1;protein_242,GCF_002096015.1;protein_241,GCF_041931755.1;protein_322,GCF_001558175.1;protein_245,,,,,
GCF_002128025.1;protein_242,GCF_002090235.1;protein_243,GCF_002096015.1;protein_242,GCF_041931755.1;protein_323,GCF_001558175.1;protein_246,,,,,
GCF_002128025.1;protein_243,GCF_002090235.1;protein_244,GCF_002096015.1;protein_243,GCF_041931755.1;protein_324,GCF_001558175.1;protein_247,,,,,
GCF_002128025.1;protein_244,GCF_002090235.1;protein_245,GCF_002096015.1;protein_244,GCF_041931755.1;protein_325,GCF_001558175.1;protein_248,,,,,
GCF_002128025.1;protein_245,GCF_002090235.1;protein_246,GCF_002096015.1;protein_245,GCF_041931755.1;protein_326,GCF_001558175.1;protein_249,,,,,
GCF_002128025.1;protein_246,GCF_002090235.1;protein_247,GCF_002096015.1;protein_246,GCF_041931755.1;protein_327,GCF_001558175.1;protein_250,,,,,
GCF_002128025.1;protein_247,GCF_002090235.1;protein_248,GCF_002096015.1;protein_247,GCF_041931755.1;protein_328,GCF_001558175.1;protein_251,,,,,
GCF_002128025.1;protein_248,GCF_002090235.1;protein_249,GCF_002096015.1;protein_248,GCF_041931755.1;protein_329,GCF_001558175.1;protein_252,,,,,
GCF_002128025.1;protein_249,GCF_002090235.1;protein_250,GCF_002096015.1;protein_249,GCF_041931755.1;protein_330,GCF_001558175.1;protein_253,,,,,
GCF_002128025.1;protein_25,GCF_002090235.1;protein_25,GCF_002096015.1;protein_25,GCF_041931755.1;protein_102,GCF_001558175.1;protein_25,,,,,
GCF_002128025.1;protein_250,GCF_002090235.1;protein_251,GCF_002096015.1;protein_250,GCF_041931755.1;protein_331,GCF_001558175.1;protein_254,,,,,
GCF_002128025.1;protein_251,GCF_002090235.1;protein_252,GCF_002096015.1;protein_251,GCF_041931755.1;protein_332,GCF_001558175.1;protein_255,,,,,
GCF_002128025.1;protein_252,GCF_002090235.1;protein_253,GCF_002096015.1;protein_252,GCF_041931755.1;protein_333,GCF_001558175.1;protein_256,,,,,
GCF_002128025.1;protein_253,GCF_002090235.1;protein_254,GCF_002096015.1;protein_253,GCF_041931755.1;protein_334,GCF_001558175.1;protein_257,,,,,
GCF_002128025.1;protein_254,GCF_002090235.1;protein_255,GCF_002096015.1;protein_254,GCF_041931755.1;protein_335,GCF_001558175.1;protein_258,,,,,
GCF_002128025.1;protein_255,GCF_002090235.1;protein_256,GCF_002096015.1;protein_255,GCF_041931755.1;protein_336,GCF_001558175.1;protein_259,,,,,
GCF_002128025.1;protein_256,GCF_002090235.1;protein_257,GCF_002096015.1;protein_256,GCF_041931755.1;protein_337,GCF_001558175.1;protein_260,,,,,
GCF_002128025.1;protein_257,GCF_002090235.1;protein_258,GCF_002096015.1;protein_257,GCF_041931755.1;protein_338,GCF_001558175.1;protein_261,,,,,
GCF_002128025.1;protein_258,GCF_002090235.1;protein_259,GCF_002096015.1;protein_258,GCF_041931755.1;protein_339,GCF_001558175.1;protein_262,,,,,
GCF_002128025.1;protein_259,GCF_002090235.1;protein_260,GCF_002096015.1;protein_259,GCF_041931755.1;protein_340,GCF_001558175.1;protein_263,,,,,
GCF_002128025.1;protein_26,GCF_002090235.1;protein_26,GCF_002096015.1;protein_26,GCF_041931755.1;protein_103,GCF_001558175.1;protein_26,,,,,
GCF_002128025.1;protein_260,GCF_002090235.1;protein_261,GCF_002096015.1;protein_260,GCF_041931755.1;protein_341,GCF_001558175.1;protein_264,,,,,
GCF_002128025.1;protein_261,GCF_002090235.1;protein_262,GCF_002096015.1;protein_261,GCF_041931755.1;protein_342,GCF_001558175.1;protein_265,,,,,
GCF_002128025.1;protein_262,GCF_002090235.1;protein_263,GCF_002096015.1;protein_262,GCF_041931755.1;protein_343,GCF_001558175.1;protein_266,,,,,
GCF_002128025.1;protein_263,GCF_002090235.1;protein_264,GCF_002096015.1;protein_263,GCF_041931755.1;protein_344,GCF_001558175.1;protein_267,,,,,
GCF_002128025.1;protein_264,GCF_002090235.1;protein_265,GCF_002096015.1;protein_264,GCF_041931755.1;protein_345,GCF_001558175.1;protein_268,,,,,
GCF_002128025.1;protein_265,GCF_002090235.1;protein_266,GCF_002096015.1;protein_265,GCF_041931755.1;protein_346,GCF_001558175.1;protein_269,,,,,
GCF_002128025.1;protein_266,GCF_002090235.1;protein_267,GCF_002096015.1;protein_266,GCF_041931755.1;protein_347,GCF_001558175.1;protein_270,,,,,
GCF_002128025.1;protein_267,GCF_002090235.1;protein_268,GCF_002096015.1;protein_267,GCF_041931755.1;protein_348,GCF_001558175.1;protein_271,,,,,
GCF_002128025.1;protein_268,GCF_002090235.1;protein_269,GCF_002096015.1;protein_268,GCF_041931755.1;protein_349,GCF_001558175.1;protein_272,,,,,
GCF_002128025.1;protein_269,GCF_002090235.1;protein_270,GCF_002096015.1;protein_269,GCF_041931755.1;protein_350,GCF_001558175.1;protein_273,,,,,
GCF_002128025.1;protein_27,GCF_002090235.1;protein_27,GCF_002096015.1;protein_27,GCF_041931755.1;protein_104,GCF_001558175.1;protein_27,,,,,
GCF_002128025.1;protein_270,GCF_002090235.1;protein_271,GCF_002096015.1;protein_270,GCF_041931755.1;protein_351,GCF_001558175.1;protein_274,,,,,
