GCF_033971045.1;protein_118,GCF_003018555.1;protein_4606,GCF_025995675.1;protein_3255,GCF_048568955.1;protein_1669,GCF_003018455.1;protein_1964,GCF_048571565.1;protein_1962,GCF_048571525.1;protein_4112,GCF_003018575.1;protein_373,GCF_053078305.1;protein_1795,GCF_044324875.1;protein_1791,GCF_048571685.1;protein_4066,GCF_041884965.1;protein_1583,GCF_003966465.1;protein_3227,GCF_000008865.2;protein_2927,GCF_027925505.1;protein_3274,GCF_055379255.1;protein_3108,GCF_048571515.1;protein_4088,GCF_055386975.1;protein_3221,GCF_048571645.1;protein_1856,GCF_048571315.1;protein_1698,GCF_011996085.1;protein_3960,GCF_004358365.1;protein_4593,GCF_013357365.1;protein_5211,GCF_048571615.1;protein_1711,GCF_027925825.1;protein_3387,GCF_048571805.1;protein_1622,GCF_049266435.1;protein_1536,GCF_048571835.1;protein_2933,GCF_041879485.1;protein_3972,GCF_000210475.1;protein_2507,GCF_048571655.1;protein_4079,GCF_000010385.1;protein_2530,GCF_027925685.1;protein_3282,GCF_027925785.1;protein_3188,GCF_027925565.1;protein_3313,GCF_002853715.1;protein_1548,GCF_048568945.1;protein_1963,GCF_048571535.1;protein_3845,GCF_051012485.1;protein_1965,GCF_027925805.1;protein_3397,GCF_037539565.1;protein_1833,GCF_024300685.1;protein_4134,GCF_048571455.1;protein_4040,GCF_048568995.1;protein_1760,GCF_003697165.2;protein_1597,GCF_048571785.1;protein_3926,GCF_048571775.1;protein_1723,GCF_003018895.1;protein_3535,GCF_003018135.1;protein_361,GCF_000013265.1;protein_2397,GCF_027925845.1;protein_3274,GCF_048571815.1;protein_1759,GCF_003018795.1;protein_2107,GCF_048568975.1;protein_1760,GCF_048571415.1;protein_4003,GCF_048571795.1;protein_4057,GCF_052884615.1;protein_1529,GCF_014058445.2;protein_1613,GCF_048571305.1;protein_4150,GCF_003018035.1;protein_9,GCF_049265285.1;protein_1653,GCF_048571425.1;protein_4057,GCF_005221885.1;protein_1629,GCF_048571575.1;protein_1643,GCF_048571365.1;protein_3802,GCF_055380415.1;protein_3285,GCF_004358405.1;protein_1663,GCF_003018055.1;protein_1805,GCF_048569015.1;protein_4088,GCF_000019645.1;protein_2348,GCF_048571635.1;protein_2312,GCF_048571475.1;protein_1606,GCF_048569055.1;protein_3951,GCF_048571625.1;protein_1670,GCF_032382315.1;protein_1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1180,GCF_003018555.1;protein_3372,GCF_025995675.1;protein_2005,GCF_048568955.1;protein_3039,GCF_003018455.1;protein_3301,GCF_048571565.1;protein_3300,GCF_048571525.1;protein_3033,GCF_003018575.1;protein_1345,GCF_053078305.1;protein_2872,,GCF_048571685.1;protein_2947,GCF_041884965.1;protein_2789,GCF_003966465.1;protein_2183,GCF_000008865.2;protein_1987,GCF_027925505.1;protein_1829,GCF_055379255.1;protein_2105,GCF_048571515.1;protein_2969,GCF_055386975.1;protein_2086,GCF_048571645.1;protein_2967,GCF_048571315.1;protein_2765,GCF_011996085.1;protein_2826,GCF_004358365.1;protein_3,GCF_013357365.1;protein_629,GCF_048571615.1;protein_2696,GCF_027925825.1;protein_2428,GCF_048571805.1;protein_2349,GCF_049266435.1;protein_3060,GCF_048571835.1;protein_4171,GCF_041879485.1;protein_2847,GCF_000210475.1;protein_1688,GCF_048571655.1;protein_2952,GCF_000010385.1;protein_1629,GCF_027925685.1;protein_2215,GCF_027925785.1;protein_2182,GCF_027925565.1;protein_2324,,GCF_048568945.1;protein_3302,GCF_048571535.1;protein_2894,GCF_051012485.1;protein_2926,GCF_027925805.1;protein_2261,GCF_037539565.1;protein_781,GCF_024300685.1;protein_3070,GCF_048571455.1;protein_2955,GCF_048568995.1;protein_2875,,GCF_048571785.1;protein_2489,GCF_048571775.1;protein_2961,GCF_003018895.1;protein_4613,GCF_003018135.1;protein_1336,,GCF_027925845.1;protein_2196,GCF_048571815.1;protein_3070,GCF_003018795.1;protein_109,GCF_048568975.1;protein_2639,GCF_048571415.1;protein_2939,GCF_048571795.1;protein_2923,GCF_052884615.1;protein_2702,GCF_014058445.2;protein_2748,GCF_048571305.1;protein_1981,GCF_003018035.1;protein_2086,GCF_049265285.1;protein_3665,GCF_048571425.1;protein_2979,GCF_005221885.1;protein_2624,GCF_048571575.1;protein_2684,GCF_048571365.1;protein_2693,GCF_055380415.1;protein_2310,GCF_004358405.1;protein_659,GCF_003018055.1;protein_5530,GCF_048569015.1;protein_3081,,GCF_048571635.1;protein_2939,GCF_048571475.1;protein_2597,GCF_048569055.1;protein_2879,GCF_048571625.1;protein_590,GCF_032382315.1;protein_2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1181,GCF_003018555.1;protein_3373,GCF_025995675.1;protein_2004,GCF_048568955.1;protein_3038,GCF_003018455.1;protein_3300,GCF_048571565.1;protein_3299,GCF_048571525.1;protein_3032,GCF_003018575.1;protein_1346,GCF_053078305.1;protein_2873,GCF_044324875.1;protein_2881,GCF_048571685.1;protein_2946,GCF_041884965.1;protein_2788,GCF_003966465.1;protein_2182,GCF_000008865.2;protein_1986,GCF_027925505.1;protein_1830,GCF_055379255.1;protein_2104,GCF_048571515.1;protein_2968,GCF_055386975.1;protein_2087,GCF_048571645.1;protein_2968,GCF_048571315.1;protein_2764,GCF_011996085.1;protein_2827,GCF_004358365.1;protein_4,GCF_013357365.1;protein_630,GCF_048571615.1;protein_2697,GCF_027925825.1;protein_2427,GCF_048571805.1;protein_2350,GCF_049266435.1;protein_3059,GCF_048571835.1;protein_4170,GCF_041879485.1;protein_2846,,GCF_048571655.1;protein_2951,GCF_000010385.1;protein_1628,GCF_027925685.1;protein_2214,GCF_027925785.1;protein_2181,GCF_027925565.1;protein_2323,GCF_002853715.1;protein_2366,GCF_048568945.1;protein_3301,,GCF_051012485.1;protein_2927,GCF_027925805.1;protein_2260,GCF_037539565.1;protein_780,GCF_024300685.1;protein_3069,GCF_048571455.1;protein_2954,GCF_048568995.1;protein_2876,,GCF_048571785.1;protein_2488,GCF_048571775.1;protein_2960,GCF_003018895.1;protein_4614,GCF_003018135.1;protein_1337,,GCF_027925845.1;protein_2195,GCF_048571815.1;protein_3069,GCF_003018795.1;protein_110,GCF_048568975.1;protein_2638,GCF_048571415.1;protein_2938,GCF_048571795.1;protein_2922,GCF_052884615.1;protein_2703,GCF_014058445.2;protein_2747,GCF_048571305.1;protein_1982,GCF_003018035.1;protein_2085,GCF_049265285.1;protein_3664,GCF_048571425.1;protein_2978,GCF_005221885.1;protein_2625,GCF_048571575.1;protein_2685,,GCF_055380415.1;protein_2309,GCF_004358405.1;protein_658,GCF_003018055.1;protein_5531,GCF_048569015.1;protein_3080,GCF_000019645.1;protein_1575,GCF_048571635.1;protein_2938,GCF_048571475.1;protein_2598,GCF_048569055.1;protein_2878,GCF_048571625.1;protein_589,GCF_032382315.1;protein_2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1182,,GCF_025995675.1;protein_2003,,,,,,GCF_053078305.1;protein_2874,GCF_044324875.1;protein_2880,,,,GCF_000008865.2;protein_1985,,GCF_055379255.1;protein_2103,,,,,GCF_011996085.1;protein_2828,,GCF_013357365.1;protein_631,,,,,,,GCF_000210475.1;protein_1686,,GCF_000010385.1;protein_1627,,,,GCF_002853715.1;protein_2367,,,GCF_051012485.1;protein_2928,,GCF_037539565.1;protein_779,,,,GCF_003697165.2;protein_2346,,,,,GCF_000013265.1;protein_1652,,,,,,,GCF_052884615.1;protein_2704,,,,,,GCF_005221885.1;protein_2626,,,,,,,GCF_000019645.1;protein_1576,,,,,GCF_032382315.1;protein_2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1183,GCF_003018555.1;protein_3377,GCF_025995675.1;protein_2002,GCF_048568955.1;protein_3034,GCF_003018455.1;protein_3296,GCF_048571565.1;protein_3295,GCF_048571525.1;protein_3028,GCF_003018575.1;protein_1350,GCF_053078305.1;protein_2875,GCF_044324875.1;protein_2879,GCF_048571685.1;protein_2942,GCF_041884965.1;protein_2784,GCF_003966465.1;protein_2178,,GCF_027925505.1;protein_1834,GCF_055379255.1;protein_2102,GCF_048571515.1;protein_2964,GCF_055386975.1;protein_2091,GCF_048571645.1;protein_2972,GCF_048571315.1;protein_2760,GCF_011996085.1;protein_2829,GCF_004358365.1;protein_8,GCF_013357365.1;protein_632,GCF_048571615.1;protein_2701,GCF_027925825.1;protein_2423,GCF_048571805.1;protein_2354,GCF_049266435.1;protein_3055,GCF_048571835.1;protein_4166,GCF_041879485.1;protein_2842,GCF_000210475.1;protein_1685,GCF_048571655.1;protein_2947,GCF_000010385.1;protein_1626,GCF_027925685.1;protein_2210,GCF_027925785.1;protein_2177,GCF_027925565.1;protein_2319,GCF_002853715.1;protein_2368,GCF_048568945.1;protein_3297,GCF_048571535.1;protein_2891,GCF_051012485.1;protein_2929,GCF_027925805.1;protein_2256,GCF_037539565.1;protein_778,GCF_024300685.1;protein_3065,GCF_048571455.1;protein_2950,GCF_048568995.1;protein_2880,GCF_003697165.2;protein_2347,GCF_048571785.1;protein_2484,GCF_048571775.1;protein_2956,GCF_003018895.1;protein_4618,GCF_003018135.1;protein_1341,GCF_000013265.1;protein_1651,GCF_027925845.1;protein_2191,GCF_048571815.1;protein_3065,GCF_003018795.1;protein_114,GCF_048568975.1;protein_2634,GCF_048571415.1;protein_2934,GCF_048571795.1;protein_2918,GCF_052884615.1;protein_2705,GCF_014058445.2;protein_2743,GCF_048571305.1;protein_1986,GCF_003018035.1;protein_2081,GCF_049265285.1;protein_3660,GCF_048571425.1;protein_2974,GCF_005221885.1;protein_2627,GCF_048571575.1;protein_2689,GCF_048571365.1;protein_2696,GCF_055380415.1;protein_2305,GCF_004358405.1;protein_654,GCF_003018055.1;protein_5535,GCF_048569015.1;protein_3076,GCF_000019645.1;protein_1577,GCF_048571635.1;protein_2934,GCF_048571475.1;protein_2602,GCF_048569055.1;protein_2874,GCF_048571625.1;protein_585,GCF_032382315.1;protein_2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1184,GCF_003018555.1;protein_3378,GCF_025995675.1;protein_2001,GCF_048568955.1;protein_3033,GCF_003018455.1;protein_3295,GCF_048571565.1;protein_3294,GCF_048571525.1;protein_3027,GCF_003018575.1;protein_1351,GCF_053078305.1;protein_2876,GCF_044324875.1;protein_2878,GCF_048571685.1;protein_2941,GCF_041884965.1;protein_2783,GCF_003966465.1;protein_2177,GCF_000008865.2;protein_1984,GCF_027925505.1;protein_1835,GCF_055379255.1;protein_2101,GCF_048571515.1;protein_2963,GCF_055386975.1;protein_2092,GCF_048571645.1;protein_2973,GCF_048571315.1;protein_2759,GCF_011996085.1;protein_2830,GCF_004358365.1;protein_9,GCF_013357365.1;protein_633,GCF_048571615.1;protein_2702,GCF_027925825.1;protein_2422,GCF_048571805.1;protein_2355,GCF_049266435.1;protein_3054,GCF_048571835.1;protein_4165,GCF_041879485.1;protein_2841,GCF_000210475.1;protein_1684,GCF_048571655.1;protein_2946,GCF_000010385.1;protein_1625,GCF_027925685.1;protein_2209,GCF_027925785.1;protein_2176,GCF_027925565.1;protein_2318,GCF_002853715.1;protein_2369,GCF_048568945.1;protein_3296,GCF_048571535.1;protein_2890,GCF_051012485.1;protein_2930,GCF_027925805.1;protein_2255,GCF_037539565.1;protein_777,GCF_024300685.1;protein_3064,GCF_048571455.1;protein_2949,GCF_048568995.1;protein_2881,GCF_003697165.2;protein_2348,GCF_048571785.1;protein_2483,GCF_048571775.1;protein_2955,GCF_003018895.1;protein_4619,GCF_003018135.1;protein_1342,GCF_000013265.1;protein_1650,GCF_027925845.1;protein_2190,GCF_048571815.1;protein_3064,GCF_003018795.1;protein_115,GCF_048568975.1;protein_2633,GCF_048571415.1;protein_2933,GCF_048571795.1;protein_2917,GCF_052884615.1;protein_2706,GCF_014058445.2;protein_2742,GCF_048571305.1;protein_1987,GCF_003018035.1;protein_2080,GCF_049265285.1;protein_3659,GCF_048571425.1;protein_2973,GCF_005221885.1;protein_2628,GCF_048571575.1;protein_2690,GCF_048571365.1;protein_2697,GCF_055380415.1;protein_2304,GCF_004358405.1;protein_653,GCF_003018055.1;protein_5536,GCF_048569015.1;protein_3075,GCF_000019645.1;protein_1578,GCF_048571635.1;protein_2933,GCF_048571475.1;protein_2603,GCF_048569055.1;protein_2873,GCF_048571625.1;protein_584,GCF_032382315.1;protein_2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1185,,GCF_025995675.1;protein_2000,,,,,,GCF_053078305.1;protein_2877,,,,,GCF_000008865.2;protein_1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCF_052884615.1;protein_2707,,,,,,GCF_005221885.1;protein_2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1186,,GCF_025995675.1;protein_1999,,,,,,GCF_053078305.1;protein_2878,,,,,GCF_000008865.2;protein_1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCF_052884615.1;protein_2708,,,,,,GCF_005221885.1;protein_2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1187,GCF_003018555.1;protein_3379,GCF_025995675.1;protein_1998,GCF_048568955.1;protein_3032,GCF_003018455.1;protein_3294,GCF_048571565.1;protein_3293,GCF_048571525.1;protein_3026,GCF_003018575.1;protein_1352,GCF_053078305.1;protein_2879,GCF_044324875.1;protein_2877,GCF_048571685.1;protein_2940,GCF_041884965.1;protein_2782,GCF_003966465.1;protein_2176,GCF_000008865.2;protein_1981,GCF_027925505.1;protein_1836,GCF_055379255.1;protein_2100,GCF_048571515.1;protein_2962,GCF_055386975.1;protein_2093,GCF_048571645.1;protein_2974,GCF_048571315.1;protein_2758,,GCF_004358365.1;protein_10,GCF_013357365.1;protein_634,GCF_048571615.1;protein_2703,GCF_027925825.1;protein_2421,GCF_048571805.1;protein_2356,GCF_049266435.1;protein_3053,GCF_048571835.1;protein_4164,GCF_041879485.1;protein_2840,GCF_000210475.1;protein_1683,GCF_048571655.1;protein_2945,GCF_000010385.1;protein_1624,GCF_027925685.1;protein_2208,GCF_027925785.1;protein_2175,GCF_027925565.1;protein_2317,GCF_002853715.1;protein_2370,GCF_048568945.1;protein_3295,GCF_048571535.1;protein_2889,GCF_051012485.1;protein_2931,GCF_027925805.1;protein_2254,GCF_037539565.1;protein_776,GCF_024300685.1;protein_3063,GCF_048571455.1;protein_2948,GCF_048568995.1;protein_2882,GCF_003697165.2;protein_2349,GCF_048571785.1;protein_2482,GCF_048571775.1;protein_2954,GCF_003018895.1;protein_4620,GCF_003018135.1;protein_1343,GCF_000013265.1;protein_1649,GCF_027925845.1;protein_2189,GCF_048571815.1;protein_3063,GCF_003018795.1;protein_116,GCF_048568975.1;protein_2632,GCF_048571415.1;protein_2932,GCF_048571795.1;protein_2916,GCF_052884615.1;protein_2709,GCF_014058445.2;protein_2741,GCF_048571305.1;protein_1988,GCF_003018035.1;protein_2079,GCF_049265285.1;protein_3658,GCF_048571425.1;protein_2972,GCF_005221885.1;protein_2631,GCF_048571575.1;protein_2691,GCF_048571365.1;protein_2698,GCF_055380415.1;protein_2303,GCF_004358405.1;protein_652,GCF_003018055.1;protein_5537,GCF_048569015.1;protein_3074,GCF_000019645.1;protein_1579,GCF_048571635.1;protein_2932,GCF_048571475.1;protein_2604,GCF_048569055.1;protein_2872,GCF_048571625.1;protein_583,GCF_032382315.1;protein_2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_033971045.1;protein_1188,GCF_003018555.1;protein_3380,GCF_025995675.1;protein_1997,GCF_048568955.1;protein_3031,GCF_003018455.1;protein_3293,GCF_048571565.1;protein_3292,GCF_048571525.1;protein_3025,GCF_003018575.1;protein_1353,GCF_053078305.1;protein_2880,GCF_044324875.1;protein_2876,GCF_048571685.1;protein_2939,GCF_041884965.1;protein_2781,GCF_003966465.1;protein_2175,GCF_000008865.2;protein_1980,GCF_027925505.1;protein_1837,GCF_055379255.1;protein_2099,GCF_048571515.1;protein_2961,GCF_055386975.1;protein_2094,GCF_048571645.1;protein_2975,GCF_048571315.1;protein_2757,,GCF_004358365.1;protein_11,GCF_013357365.1;protein_635,GCF_048571615.1;protein_2704,GCF_027925825.1;protein_2420,GCF_048571805.1;protein_2357,GCF_049266435.1;protein_3052,GCF_048571835.1;protein_4163,GCF_041879485.1;protein_2839,GCF_000210475.1;protein_1682,GCF_048571655.1;protein_2944,GCF_000010385.1;protein_1623,GCF_027925685.1;protein_2207,GCF_027925785.1;protein_2174,GCF_027925565.1;protein_2316,GCF_002853715.1;protein_2371,GCF_048568945.1;protein_3294,GCF_048571535.1;protein_2888,GCF_051012485.1;protein_2932,GCF_027925805.1;protein_2253,GCF_037539565.1;protein_775,GCF_024300685.1;protein_3062,GCF_048571455.1;protein_2947,GCF_048568995.1;protein_2883,GCF_003697165.2;protein_2350,GCF_048571785.1;protein_2481,GCF_048571775.1;protein_2953,GCF_003018895.1;protein_4621,GCF_003018135.1;protein_1344,GCF_000013265.1;protein_1648,GCF_027925845.1;protein_2188,GCF_048571815.1;protein_3062,GCF_003018795.1;protein_117,GCF_048568975.1;protein_2631,GCF_048571415.1;protein_2931,GCF_048571795.1;protein_2915,GCF_052884615.1;protein_2710,GCF_014058445.2;protein_2740,GCF_048571305.1;protein_1989,GCF_003018035.1;protein_2078,GCF_049265285.1;protein_3657,GCF_048571425.1;protein_2971,GCF_005221885.1;protein_2632,GCF_048571575.1;protein_2692,GCF_048571365.1;protein_2699,GCF_055380415.1;protein_2302,GCF_004358405.1;protein_651,GCF_003018055.1;protein_5538,GCF_048569015.1;protein_3073,GCF_000019645.1;protein_1580,GCF_048571635.1;protein_2931,GCF_048571475.1;protein_2605,GCF_048569055.1;protein_2871,GCF_048571625.1;protein_582,GCF_032382315.1;protein_2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_048571365.1;protein_2706,GCF_048571785.1;protein_2474,GCF_049265285.1;protein_3650,GCF_027925825.1;protein_2413,GCF_003018035.1;protein_2071,GCF_053078305.1;protein_2881,GCF_027925505.1;protein_1844,,GCF_003966465.1;protein_2168,GCF_003018455.1;protein_3286,GCF_048571655.1;protein_2937,GCF_000210475.1;protein_1681,GCF_048571625.1;protein_575,GCF_048568945.1;protein_3287,GCF_003018795.1;protein_124,GCF_024300685.1;protein_3055,GCF_037539565.1;protein_768,GCF_003018555.1;protein_3387,GCF_048568995.1;protein_2890,GCF_027925685.1;protein_2200,GCF_027925845.1;protein_2181,GCF_048571565.1;protein_3285,GCF_003018575.1;protein_1360,GCF_052884615.1;protein_2711,GCF_048571515.1;protein_2954,GCF_048571805.1;protein_2364,GCF_000013265.1;protein_1641,GCF_025995675.1;protein_1996,GCF_027925805.1;protein_2246,GCF_032382315.1;protein_2796,GCF_000008865.2;protein_1979,GCF_041884965.1;protein_2774,GCF_048571425.1;protein_2964,GCF_003697165.2;protein_2357,GCF_048568975.1;protein_2624,GCF_027925785.1;protein_2167,GCF_041879485.1;protein_2832,GCF_048571835.1;protein_4156,GCF_048571475.1;protein_2612,GCF_011996085.1;protein_2839,GCF_048571455.1;protein_2940,GCF_048571305.1;protein_1996,GCF_027925565.1;protein_2309,GCF_044324875.1;protein_2875,GCF_049266435.1;protein_3045,GCF_048569015.1;protein_3066,GCF_055379255.1;protein_2092,GCF_002853715.1;protein_2372,GCF_048571615.1;protein_2711,GCF_003018135.1;protein_1351,GCF_005221885.1;protein_2633,GCF_003018055.1;protein_5545,GCF_048571525.1;protein_3018,GCF_048571685.1;protein_2932,GCF_048571535.1;protein_2881,GCF_048571635.1;protein_2924,GCF_013357365.1;protein_642,GCF_014058445.2;protein_2733,GCF_000019645.1;protein_1587,GCF_048571415.1;protein_2924,GCF_048571795.1;protein_2908,GCF_048571315.1;protein_2750,GCF_004358405.1;protein_644,GCF_048568955.1;protein_3024,GCF_048569055.1;protein_2864,GCF_048571645.1;protein_2982,GCF_048571775.1;protein_2946,GCF_004358365.1;protein_18,GCF_000010385.1;protein_1616,GCF_055380415.1;protein_2295,GCF_051012485.1;protein_2939,GCF_048571815.1;protein_3055,GCF_003018895.1;protein_4628,GCF_055386975.1;protein_2101,GCF_048571575.1;protein_2699,GCF_033971045.1;protein_1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
